Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef,Rank
Army,31,6_12,13_19,97.1,104.3,20.6,17.3,50.7,50.1,35.1,33.8,28,33.7,246
South Alabama,30,7_11,14_18,98,105.3,18.4,22.4,49,51,31.7,36.2,38.3,40.4,247
Sam Houston St.,30,10_8,21_13,95.8,102.9,19.3,22.2,47.7,48.8,30.6,34.7,36.3,48.2,248
LIU Brooklyn,31,13_5,20_12,99.3,106.7,20.9,19.5,47,47.6,34.8,35.4,38.8,37.1,249
St. Francis PA,33,11_7,17_17,101.5,109.1,20.7,18.7,50.4,47.3,38.1,36.9,29.6,23.9,250
Portland St.,28,7_11,15_16,102.9,110.8,16.1,22.2,53.9,56.2,33.4,37.2,38.1,36.8,251
North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35,252
Seattle,27,5_9,13_17,95.3,102.8,20.6,19,50.3,47.6,33.9,31.7,36.2,35.1,253
Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46,32.5,33.5,34.7,38.9,254
Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52,31.4,34.9,40.6,44.4,255
Cleveland St.,30,5_13,9_22,94.9,102.4,18.8,22.3,46.5,51.7,30.7,35.3,29.6,41.8,256
Louisiana Monroe,31,2_16,9_24,97.9,105.7,19.4,16.5,47,49,32.5,35.5,26,34,257
UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258
Saint Louis,33,6_12,12_21,95.5,103.2,20.3,16.9,44.3,48.9,34.2,35.6,34.4,38.5,259
Robert Morris,33,9_9,14_19,91.5,99,21.5,23.7,43.8,50,31.9,29.8,41.3,42.5,260
Appalachian St.,28,4_14,9_21,99.3,107.5,19.4,16.9,46.3,50.5,32.7,39,37.1,44.8,261
Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262
Eastern Kentucky,29,5_11,12_19,98.2,106.4,19.8,19.2,50.1,49.8,32.3,36.2,37.4,40.5,263
Oregon St.,31,1_17,5_27,96.1,104.2,23,17.5,46.3,50,34.6,35.7,34.3,39.6,264
Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52,34.3,35,34.4,34.5,265
Cornell,28,4_10,8_21,98.9,107.4,20.1,15.5,53.6,51.1,33.3,35.6,29.5,31.8,266
Milwaukee,34,4_14,11_24,98.9,107.8,18.1,17.5,49.8,54.2,34.9,35.7,27.4,32.3,267
FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268
San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45,50.9,34.7,36.3,35.5,36.5,269
USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270
Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271
Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37,36.3,37.6,30.5,272
Fairleigh Dickinson,29,9_9,11_19,101.3,111,18.9,19.4,49.8,51.9,32.7,34.4,36.1,44,273
Tennessee Tech,30,8_8,12_20,97.6,107,19.2,20.4,47.7,51.1,32.5,34.7,38.5,39.7,274
Niagara,33,6_14,10_23,99.4,109.1,17.9,16,44,48.1,36.6,36.6,33.6,30.8,275
High Point,28,9_9,15_16,98.2,107.9,19.2,19.6,44.8,51,37.5,36.7,36.4,33.5,276
South Florida,30,1_17,7_23,96.5,106.2,23.5,19.1,45.9,45.1,34.6,39.6,30.7,40.1,277
Delaware,31,5_13,13_20,97.5,107.2,17.9,15.2,47.8,51.6,30,37,32.2,40,278
Florida Atlantic,28,6_12,10_20,97.7,107.5,16.6,17.7,45.5,49.2,31.4,37,30.4,35.9,279
Cal Poly,29,6_10,11_20,100.5,110.7,16.1,17.7,45.1,50,33.5,39.8,29.4,41.1,280
Abilene Christian,25,7_11,13_16,97.5,107.5,21,21.4,50.7,52.1,37.1,36.1,34.7,44.3,281
Brown,28,4_10,13_17,102.5,113.1,19.6,21.2,49,58.6,35.6,37.4,44.5,39.1,282
Colgate,31,8_10,10_22,97.2,107.5,22,17.3,49.4,50,36.1,37.6,33.4,38.6,283
Cal St. Northridge,28,7_9,11_19,103.3,114.4,17.9,17.8,49.4,49.6,33.7,38.4,45,41.7,284
Jacksonville,29,5_9,17_16,100.3,111.2,18.5,20.9,50.4,56.5,38.8,37.8,34.6,36.8,285
The Citadel,30,4_14,12_21,104.2,115.6,17.2,19.7,47.8,57.7,33.9,38.9,32.8,40.9,286
Detroit,30,6_12,8_23,102.1,113.6,19.5,19.4,48.4,57.3,37,37.6,38.1,48.4,287
Sacramento St.,29,9_9,13_18,100.1,111.4,16.8,15.8,51.1,49.5,31,38.5,37.3,33.1,288
Pepperdine,30,5_13,9_22,101.6,113.1,18,15.7,46.9,53.1,37.5,42,29.5,28.9,289
Bryant,31,9_9,12_20,100.1,111.6,18.8,17.6,49.2,52.1,33.7,33.6,32.8,37.4,290
Sacred Heart,32,8_10,13_19,97.2,108.4,22,19.5,49.2,50.5,33.5,37.9,35,33.3,291
NJIT,29,3_11,11_20,98,109.3,19.7,18.4,47.7,53.7,33.4,38.4,33.3,36.3,292
Western Illinois,26,5_11,8_20,96.7,107.9,18.4,13.8,45.1,46.2,38.7,41.5,29,40.7,293
Youngstown St.,32,5_13,13_21,101,112.8,16,16.4,49,53.5,32.8,34.6,25.9,29.1,294
Miami OH,30,4_14,11_21,94.3,105.2,20.1,20.7,49.8,50.8,30.9,34.8,37,40,295
Marist,32,5_15,8_24,100.8,112.6,18.4,15.7,49.9,50.5,33.3,37.7,37.9,37,296
Austin Peay,28,7_9,11_19,104.5,116.9,17.3,17.6,52.2,56.9,35.2,37,41,29.5,297
Manhattan,32,5_15,10_22,95.7,107.1,22.6,20,46.3,48.1,32.9,39.2,41,53.4,298
Quinnipiac,31,7_13,10_21,100.7,112.7,19.2,16.8,47.4,50.5,32.6,38,33,38.2,299
Nicholls St.,27,7_11,14_17,100.3,112.4,20.4,20.4,49,51.7,33.5,41.7,35.8,33.5,300
UMass Lowell,30,5_11,11_20,102.9,115.4,20.8,17.8,53.1,52.3,38.4,37,31.5,38.1,301
UT Rio Grande Valley,29,2_12,10_22,99.7,112,20.2,20.2,48,53.6,32.5,37,32.5,52.3,302
Northwestern St.,25,7_11,13_16,100,112.5,20.8,19.2,47.9,52.5,36.3,37.8,41,39.4,303
UC Riverside,27,5_11,8_21,93.1,104.7,19.9,19.1,44.9,47.9,31.6,35.1,30,34.1,304
Norfolk St.,32,12_4,17_17,93.5,105.3,20.5,16.7,46.1,45.4,33.2,34.7,38,38.4,305
Dartmouth,27,4_10,7_20,98.8,111.4,21.7,15.8,48.1,53.7,35.2,35.1,33.8,30.7,306
Incarnate Word,25,7_11,12_17,100.7,113.7,18.6,16.6,48.2,51.8,37.8,33.7,43.6,38.9,307
Radford,30,8_10,14_18,95,107.6,22.4,15.1,44.6,49.9,34.6,35.9,29.5,30,308
Alcorn St.,29,13_5,18_14,94.1,106.7,20.4,18.6,47.9,48.3,32,30.2,32.8,39.8,309
American,30,5_13,8_22,94.7,107.6,20.2,20.2,51.7,51.4,31.8,36.6,30.7,41.4,310
Charleston Southern,28,7_11,12_19,102.2,116.1,16.2,16.8,48,53.2,33.3,37.3,35,41.6,311
Central Arkansas,32,7_11,8_24,102.9,117.5,19.1,15.7,46.7,52.2,37.5,39.2,35.9,32,312
North Texas,28,2_16,8_22,95.9,109.6,18.4,17.8,47.3,49.6,31.7,34.6,34.9,35,313
Prairie View A&M,31,10_8,13_20,96.9,111.2,18.8,21.7,46.4,52.2,34.9,36.2,35.4,49.5,314
SIU Edwardsville,28,1_15,6_24,94.6,108.7,20.3,18.3,45.5,54,29.2,33.2,45.7,44.9,315
Stetson,29,3_11,11_21,99.3,114.2,14.9,15.1,49.9,52.6,33.4,35.6,32.6,32.2,316
Savannah St.,27,10_6,13_16,99,113.9,17.8,19.3,52,55.9,31.8,32.6,32.3,31.7,317
Morgan St.,29,11_5,14_16,91.6,105.6,19.8,20.1,42,51.7,29.2,28.9,37.8,41.5,318
McNeese St.,26,4_14,7_22,95.6,110.2,19.8,17.9,46.2,49.7,33.4,35.1,34.4,39.1,319
Binghamton,29,3_13,12_20,94.8,109.5,18.6,17.1,47.1,51.3,34.4,35.7,30.8,32.2,320
UC Santa Barbara,27,4_12,6_22,92,106.2,18.3,17.6,41.7,53.2,28.5,34.4,28.8,32.3,321
Northern Arizona,31,6_12,9_23,94.4,109.4,20.4,16.7,46.1,54.2,31.7,33.9,33.2,32.8,322
Hampton,29,11_5,14_17,92,106.6,19.6,19.9,45,47.5,32.2,35.6,33.4,42.7,323
Western Carolina,30,4_14,9_23,89.2,103.6,23.2,19.1,41.9,52.1,30.4,36,27.7,46.6,324
VMI,28,3_15,6_24,96.7,112.4,18.9,17.9,48.2,54.2,32,40.7,29.5,39.7,325
Maryland Eastern Shore,32,9_7,14_20,96.4,112.7,18,19.3,46.5,52.2,34.4,35.9,32.5,40.9,326
Idaho St.,30,3_15,6_26,97.6,114.3,19.3,18.2,48.2,54.3,35.6,39.9,38.1,34.2,327
Lafayette,29,5_13,9_21,95.2,111.9,20.7,18.2,49.2,52.2,32.6,38.4,29.4,30.4,328
Southern Utah,31,3_15,6_27,100.5,118.5,18.4,16.7,43,54.2,36.3,40.2,40.3,51.3,329
Jackson St.,29,10_8,14_18,92.2,108.8,18.5,19.8,44,49.6,29.8,33.1,33.7,48.4,330
Southern Miss,29,6_12,9_22,92.4,109.2,18.1,16.6,45.4,49.4,29.6,37.4,29.3,33.9,331
Southern,30,10_8,15_18,96.7,114.7,19.8,17.2,47.6,48.3,32.1,32.4,42.8,37.8,332
Grambling St.,30,10_8,15_17,94.7,112.9,20.2,24.3,46.6,54.8,31.5,37.8,38.1,42.2,333
Hartford,32,4_12,9_23,92.1,109.9,20.4,18.4,45,48.7,33.9,38.9,32.6,34.9,334
Bethune Cookman,30,6_10,10_22,95.2,113.9,17.7,19.6,45.9,54.7,32.3,33.6,28.2,40,335
Maine,31,3_13,7_25,90.5,109.4,19.1,16.6,44.8,52.2,31.2,36.4,29.6,33.5,336
Delaware St.,30,7_9,10_22,93.9,113.5,19.6,20.3,44.7,52.6,35.1,34.7,30.1,39.1,337
South Carolina St.,29,7_9,11_20,98,118.7,18,17.6,47.1,55.7,32,34.4,30.4,39.1,338
Chicago St.,29,1_13,6_26,91.3,110.7,19.6,18.3,40.7,55.7,30.4,36.1,27.8,35.5,339
Howard,32,5_11,10_24,90,109.1,21.5,18.2,43.3,47.2,29,36,43.4,35.8,340
Central Connecticut,29,4_14,6_23,92.5,113.3,21.2,20.2,44.6,52.2,35.1,38,33.3,34.6,341
Mississippi Valley St.,32,7_11,7_25,94.6,118.8,19.7,19.5,44.9,56,34.3,38.1,33.5,37.8,342
Florida A&M,28,5_11,7_23,92.3,116.7,18.5,18.9,44.7,52.5,33.9,36.1,37.6,33.9,343
Alabama St.,30,6_12,8_23,90.2,114.1,22,18,44.4,49.7,29.4,34.5,34.6,42.6,344
Coppin St.,30,7_9,8_24,91.7,116.6,19.1,18.9,41.7,55,31.7,35.6,40,40,345
St. Francis NY,30,2_16,4_27,86.7,111.6,17.4,20,40.1,52.2,28.2,36,31.8,46.9,346
Longwood,28,3_15,6_24,91.2,117.5,21.9,17.4,49.6,52.5,32.5,40,29,32.2,347
North Carolina A&T,30,1_15,3_29,95.2,124,21.7,14.3,47.3,50.1,32.2,38.3,33.4,38.9,348
Arkansas Pine Bluff,30,6_12,7_25,84,110.8,25.9,23.5,42.9,54.3,34.4,32.6,32.8,58.5,349
Presbyterian,28,1_17,5_25,87.2,118.2,23.3,16.9,43.2,53.3,33.6,39.6,27.7,36.7,350
Alabama A&M,29,2_16,2_27,90.4,123.6,19.8,14,45.6,53.2,27.5,36.3,39.5,33.7,351
