Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
UT Arlington,25,7_9,9_16,95.3,103.6,24.9,22.4,49.4,47.3,34.4,33.9,33.2,46.8
Northwestern St.,29,10_6,16_13,100.3,109.2,22.4,24.3,48.9,46.8,34.5,38.7,50.6,47.7
UMKC,29,9_9,15_14,100.6,109.7,20.7,19.2,49.9,52.1,34.9,36.6,40.9,39.1
Montana St.,29,7_9,11_18,97.9,107.1,18.5,19.9,45.6,48.6,32.9,38.0,36.1,39.2
Towson,30,0_18,4_26,105.4,115.3,18.2,17.6,47.4,52.5,35.6,40.2,37.6,34.3
Mount St. Mary's,32,9_9,11_21,93.1,102.3,22.6,20.6,45.6,46.8,32.5,32.6,36.8,38.5
Troy,28,6_10,7_21,95.5,105.2,19.7,19.5,44.8,49.9,33.8,37.0,29.2,36.5
Chattanooga,30,12_6,14_16,96.2,106.1,21.2,17.9,48.6,53.5,31.9,35.6,41.3,33.2
Central Michigan,30,7_9,9_21,90.8,100.1,21.0,22.4,40.7,48.8,33.3,36.7,33.1,52.9
Portland St.,29,5_11,13_16,102.2,112.7,18.2,19.3,48.3,53.9,35.1,35.0,38.4,30.0
UNC Greensboro,31,6_12,7_24,99.0,109.3,21.2,19.7,45.8,52.5,35.6,38.2,36.5,43.5
Hartford,31,7_9,11_20,92.3,102.0,19.3,25.1,45.9,48.8,30.5,36.5,23.5,38.8
FIU,28,5_11,9_19,100.1,110.7,21.0,21.2,48.0,50.8,33.0,35.0,49.8,42.6
Sacred Heart,29,6_12,11_18,96.8,107.1,22.9,22.0,46.6,50.9,34.5,34.1,37.6,40.2
Army,29,3_11,10_19,97.9,108.3,20.5,19.9,45.1,49.6,37.0,36.5,29.9,41.5
Navy,30,6_8,10_20,91.1,100.9,20.4,25.3,47.5,50.7,29.9,34.6,38.7,41.7
San Diego,28,2_12,4_24,92.4,102.5,22.7,20.0,46.2,51.5,31.5,32.9,36.6,43.3
Presbyterian,31,7_11,13_18,98.5,109.4,22.2,18.2,47.5,51.1,39.0,34.6,30.5,27.3
Florida Gulf Coast,30,7_13,10_20,93.2,103.6,23.8,21.5,43.5,50.1,33.0,36.9,42.6,35.3
Eastern Michigan,28,5_11,6_22,89.2,99.3,22.0,20.6,42.4,46.9,31.8,32.8,35.8,44.2
The Citadel,30,6_12,8_22,98.9,110.3,19.5,15.9,46.4,53.7,32.9,34.5,29.4,31.9
Bethune Cookman,30,13_3,17_13,99.1,110.6,18.4,21.1,46.6,52.8,31.4,35.7,38.7,45.6
UC Riverside,29,6_10,10_19,95.8,107.0,20.7,19.6,44.2,47.7,35.2,38.4,32.9,39.7
Fordham,28,1_15,7_21,96.6,108.0,20.7,15.5,42.6,48.1,33.6,34.8,30.7,35.6
Gardner Webb,30,6_12,9_21,92.6,103.7,22.6,21.4,45.6,48.8,32.8,38.0,31.4,39.5
Monmouth,30,5_13,9_21,92.9,104.0,22.5,20.9,45.3,46.2,32.5,35.5,37.9,32.9
Northern Illinois,29,5_11,8_21,96.1,107.7,20.5,16.7,46.6,48.8,32.2,35.0,38.5,43.0
Coppin St.,27,11_5,13_14,95.6,107.2,18.8,20.8,46.0,48.6,36.3,34.3,32.0,35.8
Savannah St.,26,2_1,8_18,88.4,99.3,22.8,22.5,42.6,44.6,30.5,35.0,35.1,48.4
New Hampshire,29,6_10,11_18,90.1,101.3,19.2,19.0,42.7,44.5,28.9,33.4,34.1,37.7
Jacksonville St.,29,3_15,4_25,95.0,106.9,22.4,23.8,44.8,51.3,36.5,35.5,33.8,49.5
Idaho St.,27,4_12,7_20,97.4,110.0,19.8,18.8,44.4,50.0,30.2,38.4,41.0,41.5
South Alabama,26,6_10,10_16,98.6,111.4,20.2,20.4,45.4,50.2,32.7,39.0,40.0,35.7
Tennessee Martin,31,6_12,10_21,96.2,108.9,21.7,20.9,46.2,53.9,33.4,32.9,40.1,38.4
Stetson,30,6_14,8_22,95.8,108.4,23.7,21.5,49.1,49.1,30.5,36.8,41.2,45.2
South Dakota,29,7_5,14_15,98.6,111.9,16.8,17.2,49.7,48.9,33.4,32.0,35.7,33.3
North Dakota,30,8_4,15_15,91.7,104.1,20.6,19.7,45.9,47.5,33.9,35.3,42.9,42.2
St. Francis PA,30,7_11,9_21,96.9,110.2,22.8,20.2,47.7,50.8,33.3,38.8,36.3,43.2
Norfolk St.,32,8_8,12_20,96.3,109.7,22.6,18.3,49.8,46.0,30.7,36.4,41.0,47.8
Cal St. Bakersfield,28,0_2,9_19,95.7,109.0,19.4,19.8,42.7,53.4,33.2,34.6,36.0,39.6
Manhattan,31,3_15,6_25,95.7,109.1,21.0,19.0,43.5,47.5,29.9,38.5,33.7,34.7
Southeast Missouri St.,31,6_12,9_22,95.1,108.6,21.5,17.4,47.0,48.3,33.2,33.7,47.5,43.8
Jackson St.,30,12_6,15_15,93.4,106.8,22.7,25.1,45.5,48.4,33.4,35.6,42.5,53.0
Niagara,32,5_13,9_23,90.2,103.6,20.4,22.6,42.6,48.8,27.5,33.3,39.6,38.4
Samford,29,4_14,10_19,95.2,109.5,21.5,20.5,51.3,48.1,35.0,37.0,35.8,33.1
North Carolina A&T,29,9_7,12_17,97.2,111.9,21.0,19.1,47.3,47.3,33.3,34.9,42.9,27.3
Eastern Illinois,27,4_14,7_20,91.5,105.4,22.1,19.0,44.9,46.4,32.1,36.1,33.3,38.8
Longwood,27,2_2,8_19,101.8,117.3,19.4,18.3,49.3,56.6,34.0,36.1,33.5,36.7
Colgate,30,4_10,7_23,95.6,110.4,23.0,16.8,45.5,51.8,33.5,33.8,37.5,44.7
Texas A&M Corpus Chris,28,5_11,7_21,93.0,107.6,26.2,19.1,48.8,51.9,28.7,33.9,40.5,35.9
North Carolina Central,26,0_1,11_15,95.5,110.5,22.9,21.8,48.1,52.6,35.2,32.2,37.6,42.9
NJIT,26,9_3,11_15,91.2,105.6,19.1,19.3,45.1,47.8,35.5,35.5,33.2,46.6
Binghamton,31,4_12,8_23,96.0,111.3,19.9,17.8,42.6,48.6,35.4,38.1,28.3,29.3
Mississippi Valley St.,32,12_6,13_19,92.4,107.2,23.4,20.4,44.7,48.8,32.4,32.0,38.8,47.2
Texas Southern,32,16_2,19_13,89.6,104.1,24.1,23.5,50.2,46.8,30.1,32.8,47.7,39.6
Alabama St.,33,11_7,15_18,91.0,105.9,23.4,23.3,44.5,43.8,29.1,35.7,45.7,52.8
Delaware St.,28,5_11,7_21,96.9,112.7,17.8,24.5,47.0,54.3,34.1,35.9,27.6,34.6
Bryant,29,7_11,8_21,97.8,113.9,20.3,17.9,45.4,50.5,36.4,39.1,31.7,35.4
High Point,29,7_11,10_19,93.3,108.7,22.2,21.3,43.7,51.7,34.7,33.8,38.3,48.7
Fairleigh Dickinson,29,3_15,5_24,93.0,108.4,22.1,16.2,42.9,46.6,32.1,36.7,39.4,37.9
USC Upstate,30,4_16,5_25,90.8,106.0,22.4,20.1,43.5,52.1,29.1,34.7,28.0,39.0
Dartmouth,28,1_13,5_23,91.0,106.3,20.6,21.2,42.2,50.1,32.6,37.0,29.5,36.5
Kennesaw St.,30,6_14,7_23,96.8,113.6,21.3,17.6,46.6,50.7,30.6,36.8,35.2,32.5
Marist,33,3_15,6_27,93.3,109.7,21.9,16.4,42.6,48.5,31.1,34.4,36.3,37.6
Sacramento St.,26,4_12,5_21,92.0,108.4,22.4,17.7,43.8,49.2,30.4,36.2,37.7,36.7
South Carolina St.,28,5_11,6_22,91.6,108.8,24.4,20.6,46.1,50.8,31.7,34.8,32.8,44.7
Alabama A&M,25,10_8,10_15,86.8,103.6,22.4,23.9,43.7,45.6,28.2,32.4,40.5,42.0
Georgia Southern,29,1_17,2_27,89.1,106.6,25.7,22.6,47.5,55.5,32.6,37.0,38.2,49.5
Florida A&M,28,7_9,8_20,87.5,105.8,23.7,19.9,43.0,45.2,29.9,34.2,40.9,39.0
Louisiana Monroe,29,2_14,5_24,92.9,112.4,22.6,19.6,45.5,52.5,32.1,38.8,33.7,41.3
UT Rio Grande Valley,28,2_10,3_25,93.5,113.1,23.0,21.1,43.7,51.9,37.3,41.1,42.7,46.5
Western Illinois,27,2_16,4_23,86.5,106.0,21.8,17.8,43.5,48.2,34.9,35.5,38.1,44.1
Central Arkansas,26,1_15,2_24,89.3,110.0,22.2,22.2,44.8,57.0,31.4,36.2,41.5,40.4
Grambling St.,33,8_10,12_21,86.1,106.9,21.9,21.0,41.6,46.7,29.9,34.1,38.5,47.4
Maryland Eastern Shore,29,5_11,7_22,90.0,112.2,20.2,20.6,44.9,53.4,28.3,35.4,33.7,46.6
Houston Baptist,29,2_10,5_24,90.5,112.8,22.3,22.2,43.4,52.0,33.1,35.9,41.6,47.6
Toledo,31,1_15,3_28,89.9,112.1,24.8,19.2,44.9,52.8,31.6,35.7,42.2,33.6
Radford,26,2_16,2_24,85.3,106.8,23.8,21.6,40.6,50.2,31.0,36.0,37.9,40.4
Howard,30,4_11,6_24,87.2,110.1,24.0,20.9,40.5,50.3,31.0,36.3,42.6,44.9
UMBC,30,4_12,5_25,93.6,118.6,19.3,18.5,43.3,53.2,33.1,38.5,27.9,43.4
Prairie View A&M,28,6_11,6_22,83.5,106.5,21.5,19.8,40.7,48.1,29.3,33.9,32.6,43.6
Arkansas Pine Bluff,31,7_11,7_24,87.4,111.8,24.2,22.3,41.4,50.8,34.4,37.1,40.1,55.4
SIU Edwardsville,25,1_0,4_21,87.1,112.2,23.7,18.2,45.5,53.1,32.4,36.6,33.5,44.4
Alcorn St.,27,4_13,4_23,83.3,109.6,21.5,19.7,37.8,49.7,32.5,31.8,46.0,42.8
Centenary,28,1_17,1_27,83.7,110.5,26.2,20.7,43.1,56.0,31.2,35.6,47.6,46.3
Chicago St.,29,3_9,4_25,88.0,118.2,22.6,17.5,43.3,54.3,29.9,38.2,36.2,47.2
Southern,27,3_15,3_24,81.2,113.0,24.7,19.1,42.1,51.1,29.5,30.2,34.4,36.7
