Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
Duke,34,13_3,27_7,116.0,95.3,17.7,18.5,51.0,47.0,37.1,31.7,45.1,32.9
Marquette,35,14_4,27_8,110.1,90.6,18.6,23.3,50.0,44.4,33.7,31.6,40.9,30.6
New Mexico,34,10_4,27_7,109.5,90.2,20.0,21.3,50.5,43.1,37.8,31.1,38.8,31.5
Florida St.,35,12_4,25_10,107.1,88.6,23.6,22.2,50.4,42.2,35.4,30.9,34.8,34.3
Michigan,33,13_5,23_10,113.9,94.7,17.6,19.9,54.0,47.2,35.1,35.1,28.6,30.2
Cincinnati,37,12_6,26_11,109.6,91.4,16.8,21.5,46.4,45.1,34.1,32.3,29.3,26.3
Gonzaga,33,13_3,26_7,112.1,93.8,19.7,19.4,51.8,46.6,37.9,31.1,46.1,27.5
Purdue,35,10_8,22_13,116.4,98.0,13.5,19.5,47.8,49.1,37.7,34.4,34.1,33.8
Iowa St.,34,12_6,23_11,112.7,95.2,18.3,17.2,50.3,49.8,37.3,30.6,38.7,26.5
Alabama,33,9_7,21_12,104.3,88.3,20.2,21.2,51.3,43.9,28.9,28.9,36.2,38.2
Kansas St.,33,10_8,22_11,108.2,91.6,21.2,23.5,48.3,44.7,33.5,32.5,43.2,41.8
Virginia,32,9_7,22_10,103.3,87.5,18.7,21.0,51.1,45.3,33.0,28.9,35.4,31.2
Temple,31,12_3,23_8,112.9,96.1,18.0,19.4,50.1,47.3,39.4,34.1,34.4,33.6
UNLV,33,9_5,24_9,107.9,91.9,19.2,21.3,51.2,44.3,36.7,33.6,35.3,34.0
Stanford,37,10_8,26_11,106.3,90.7,20.1,22.0,47.6,44.9,38.0,33.5,37.7,37.8
California,34,13_5,24_10,109.0,93.3,18.2,19.4,50.9,45.3,36.3,32.9,34.1,26.7
Belmont,34,16_2,26_8,115.3,99.0,17.6,20.7,54.4,47.1,38.1,33.8,38.7,35.6
North Carolina St.,37,9_7,24_13,111.4,95.7,18.7,18.3,49.4,45.7,35.5,33.2,36.3,32.1
Connecticut,34,8_10,20_14,109.8,94.7,19.0,16.9,50.1,40.9,33.2,34.4,34.6,25.3
Creighton,35,14_4,29_6,118.2,102.2,17.7,15.3,54.7,47.6,42.4,36.1,38.1,29.3
VCU,36,15_3,29_7,106.0,91.7,17.4,27.3,46.0,46.9,33.4,32.1,36.3,36.7
South Florida,35,12_6,21_14,102.2,88.6,22.5,18.6,49.0,43.2,31.2,30.7,34.1,32.3
St. Bonaventure,32,10_6,20_12,110.9,96.4,21.5,19.0,50.4,46.2,34.5,32.6,42.1,37.3
Texas,34,9_9,20_14,110.5,96.4,18.6,20.1,48.2,44.6,32.8,34.8,42.6,41.5
Harvard,30,12_2,25_5,107.3,93.7,20.4,20.0,52.1,43.3,35.6,34.1,42.0,30.2
West Virginia,33,9_9,19_14,110.3,96.3,19.2,20.2,49.9,50.4,29.8,32.3,38.6,31.2
La Salle,34,9_7,21_13,106.8,93.4,18.8,22.8,49.3,45.5,40.6,31.5,29.8,34.6
Miami FL,33,9_7,20_13,110.0,96.2,17.4,19.9,48.0,47.2,35.0,32.6,33.3,33.0
Murray St.,30,15_1,28_2,105.5,92.5,20.7,24.1,50.4,46.3,39.5,29.2,45.3,34.7
Drexel,36,16_2,29_7,108.9,95.6,19.1,18.3,46.9,43.8,37.8,29.0,39.0,37.4
Minnesota,38,6_12,23_15,107.8,94.8,22.7,20.0,50.6,45.1,35.6,34.6,38.9,36.7
Pittsburgh,39,5_13,22_17,113.3,99.6,20.1,17.5,50.4,49.3,35.0,33.4,31.9,33.4
Oregon,34,13_5,24_10,114.4,100.9,19.0,18.6,52.0,48.0,37.4,34.2,38.5,31.4
Long Beach St.,32,15_1,23_9,108.0,95.3,19.1,21.7,51.9,46.1,35.5,34.1,42.6,27.9
UCLA,32,11_7,18_14,107.0,94.6,18.2,21.1,48.7,44.4,37.4,36.9,32.4,34.2
Saint Mary's,31,14_2,25_6,111.2,98.3,18.1,18.4,54.9,46.1,33.7,36.6,38.9,29.1
Notre Dame,34,13_5,22_12,108.7,96.2,16.1,17.3,49.3,45.2,33.2,31.4,37.4,25.6
Ohio,36,11_5,28_8,105.6,93.5,19.3,26.2,47.7,48.3,34.0,30.0,36.3,42.5
Middle Tennessee,33,14_2,26_7,106.8,94.7,20.9,22.3,53.2,43.5,36.6,31.6,47.5,42.0
Xavier,36,10_6,23_13,107.1,95.0,18.5,18.4,48.7,45.5,35.1,30.5,41.2,35.5
Tennessee,33,10_6,18_15,105.3,93.6,20.7,18.1,48.2,44.2,34.4,34.3,38.5,35.6
Saint Joseph's,34,9_7,20_14,109.9,97.7,18.8,15.4,52.4,42.2,36.3,35.0,36.3,27.5
Washington,35,14_4,24_11,108.3,96.3,18.5,19.3,49.1,46.3,34.3,32.7,36.9,38.4
Northwestern,33,8_10,19_14,114.8,102.2,16.0,20.1,50.2,50.6,38.5,35.5,33.8,29.1
Seton Hall,34,8_10,21_13,104.8,93.5,19.0,21.7,48.0,47.0,35.3,30.3,32.8,35.1
BYU,33,12_4,24_9,103.5,92.5,18.1,21.5,51.9,47.8,34.9,31.6,36.5,34.3
Mississippi St.,33,8_8,21_12,111.4,99.6,17.9,15.9,50.6,47.2,35.7,34.9,32.7,23.7
Davidson,32,16_2,24_8,110.6,98.9,17.2,17.5,51.2,45.9,33.7,33.9,36.8,41.7
South Dakota St.,33,15_3,25_8,111.3,99.7,15.8,19.2,50.8,50.4,39.0,32.6,39.6,29.8
Colorado,34,11_7,22_12,103.8,93.1,19.6,18.4,48.3,45.3,34.6,33.1,43.2,32.0
Arizona,35,12_6,23_12,105.6,95.1,19.0,18.1,47.6,45.8,37.8,28.5,44.5,32.7
Dayton,33,9_7,20_13,111.6,100.5,19.7,19.5,50.2,50.0,34.3,33.5,33.4,37.3
Villanova,32,5_13,13_19,108.6,97.9,20.4,17.2,46.2,45.5,31.5,34.0,39.2,34.7
Massachusetts,37,9_7,25_12,105.6,95.2,19.8,22.2,48.0,46.2,34.9,30.7,33.4,38.3
San Diego St.,32,10_4,24_8,105.0,94.8,18.7,18.6,49.8,45.1,33.8,33.7,35.8,28.8
Southern Miss,32,11_5,23_9,110.0,99.3,16.4,21.2,43.1,49.2,35.5,35.6,39.8,40.7
Denver,31,11_5,22_9,109.0,98.6,19.5,23.6,55.5,46.2,39.8,36.3,35.2,40.6
Clemson,31,8_8,16_15,105.0,95.0,19.0,22.8,48.3,46.3,32.1,36.0,31.4,30.2
Iona,33,15_3,25_8,113.1,102.4,17.4,22.2,55.7,50.1,38.7,35.4,30.3,28.8
Wyoming,31,6_8,19_12,100.5,91.3,18.9,22.3,51.6,46.8,33.3,31.1,38.4,37.0
Oregon St.,35,7_11,20_15,109.7,99.6,19.4,22.7,52.0,48.6,35.9,38.9,43.9,38.1
Illinois,32,6_12,17_15,103.0,93.6,20.6,20.4,51.4,45.4,30.4,38.0,30.4,36.2
Iowa,35,8_10,18_17,111.2,101.3,18.1,19.8,48.5,51.8,37.3,34.5,38.5,32.5
Mississippi,34,8_8,20_14,104.5,95.3,21.0,19.7,47.1,43.5,31.6,35.1,42.5,33.4
New Mexico St.,34,10_4,24_10,106.3,97.4,20.8,20.4,51.6,48.1,32.8,32.5,51.9,32.8
Washington St.,36,7_11,18_18,108.7,99.6,20.4,18.1,52.0,47.6,36.4,35.3,43.9,36.5
Oklahoma,31,5_13,15_16,105.1,96.5,18.9,20.3,45.8,48.6,35.2,34.1,31.1,32.2
Georgia St.,33,10_7,21_12,100.7,92.5,17.6,22.9,48.3,41.7,31.4,31.7,34.3,30.5
Northern Iowa,33,9_9,19_14,104.6,96.3,17.6,19.3,45.8,48.3,38.2,36.0,34.5,28.5
Colorado St.,32,8_6,20_12,110.1,101.4,19.6,18.4,50.1,48.5,40.0,35.5,42.3,39.5
LSU,33,7_9,18_15,100.5,92.6,19.4,21.8,43.6,46.4,32.6,31.9,29.9,37.2
Virginia Tech,33,4_12,16_17,105.9,97.6,18.7,19.8,44.5,48.0,36.5,28.0,33.3,35.7
Lehigh,34,11_3,26_8,106.1,97.9,16.5,21.3,49.4,45.9,34.7,33.2,38.0,33.7
Akron,33,13_3,21_12,105.6,97.6,21.0,20.6,50.1,47.3,36.4,29.6,40.0,34.0
Marshall,34,9_7,20_14,107.8,99.7,19.6,18.4,49.3,49.9,30.4,31.7,37.9,40.5
Missouri St.,31,9_9,15_16,103.6,96.0,16.4,18.3,47.8,44.1,33.7,34.9,28.7,38.1
Cleveland St.,32,12_6,21_11,103.1,95.6,21.8,25.1,48.6,46.7,36.4,31.4,27.3,50.9
Illinois St.,35,9_9,21_14,107.0,99.4,18.4,17.1,48.3,44.6,37.9,35.8,38.6,30.9
Richmond,32,7_9,16_16,107.8,100.4,17.7,19.9,47.7,48.0,35.8,32.3,39.4,35.6
Mercer,37,13_5,26_11,102.7,95.8,22.5,20.6,51.0,43.3,36.7,31.0,37.6,39.4
UCF,31,10_6,20_11,105.1,98.0,19.3,19.1,49.1,48.1,30.2,31.3,39.6,32.7
Georgia,32,5_11,15_17,103.0,96.1,16.7,18.7,44.5,46.8,31.2,33.0,30.3,41.0
Tulsa,31,10_6,17_14,104.4,97.6,22.4,18.6,47.8,44.2,38.4,35.7,46.1,40.6
Old Dominion,36,13_5,22_14,100.3,93.8,20.7,22.7,44.4,45.0,32.0,31.8,36.8,39.5
Oklahoma St.,32,7_11,14_18,105.3,98.7,17.5,18.7,46.9,47.9,33.3,31.7,38.5,35.9
Maryland,32,6_10,17_15,106.3,99.7,19.6,16.1,46.1,47.2,33.9,33.2,46.5,33.1
Bucknell,34,12_2,24_10,105.0,98.6,18.5,16.4,48.9,43.3,38.4,34.4,38.3,35.4
Wagner,31,15_3,25_6,103.0,96.9,19.4,25.0,47.9,44.6,36.0,30.9,39.0,48.2
Oral Roberts,34,17_1,27_7,108.8,102.3,19.8,21.0,53.3,51.2,35.9,36.6,41.8,32.4
Princeton,30,10_4,18_12,105.4,99.2,19.2,18.8,51.1,45.4,37.7,34.7,30.7,34.8
Buffalo,30,12_4,19_11,105.1,98.9,22.1,16.6,52.5,42.8,35.1,33.8,37.7,32.5
Fairfield,37,12_6,22_15,99.1,93.3,22.3,24.1,50.0,43.6,34.6,34.4,32.7,37.7
Montana,30,15_1,23_7,101.0,95.1,18.5,22.1,50.4,43.3,38.2,33.3,39.5,39.0
Butler,36,11_7,21_15,97.5,92.2,20.2,21.5,47.0,46.6,27.2,31.3,40.7,44.5
UC Santa Barbara,29,12_4,18_11,109.1,103.3,18.1,16.8,49.5,43.5,38.1,34.4,33.8,34.3
Nevada,34,13_1,27_7,103.9,98.3,20.7,18.7,49.0,45.3,37.0,33.1,44.1,28.4
Texas A&M,31,4_14,13_18,99.7,94.4,20.9,19.1,47.2,46.1,32.4,31.3,29.4,38.7
Duquesne,30,7_9,15_15,105.9,100.5,17.3,24.6,50.3,50.4,33.8,36.0,36.6,32.9
George Mason,33,14_4,24_9,102.0,96.9,22.2,20.9,51.0,42.6,33.2,32.2,40.9,37.6
Valparaiso,33,14_4,21_12,104.7,99.7,22.0,17.7,55.5,47.4,34.2,33.2,43.6,35.9
Providence,32,4_14,15_17,108.7,103.5,18.5,16.6,45.1,46.6,35.3,33.8,39.3,29.7
Evansville,31,9_9,15_16,108.4,103.4,18.4,24.3,48.2,54.6,39.3,38.0,43.0,44.2
Arkansas,32,6_10,18_14,105.1,100.4,18.5,23.1,47.1,48.6,35.3,32.5,37.2,36.8
Detroit,34,11_7,20_14,106.2,101.4,19.1,22.4,49.7,48.6,29.2,36.9,43.3,38.9
Rutgers,32,6_12,14_18,100.5,96.2,22.3,23.6,45.8,46.8,33.5,33.7,31.7,46.3
Utah St.,36,8_6,20_16,106.0,101.6,19.2,16.9,51.8,45.7,37.2,33.1,40.2,32.7
Auburn,31,5_11,15_16,98.1,94.2,20.6,21.6,46.9,44.2,30.2,34.8,36.4,38.0
Weber St.,30,14_2,23_7,108.3,104.1,15.6,18.1,49.7,47.0,37.5,37.2,37.2,33.7
Milwaukee,33,11_7,19_14,100.0,96.1,21.2,20.9,47.6,47.1,34.4,29.1,38.1,34.4
UT Arlington,32,15_1,23_9,102.2,98.5,22.3,24.3,49.1,46.4,35.3,33.5,46.6,36.0
UNC Asheville,31,16_2,21_10,107.4,103.6,19.2,22.2,52.8,50.7,35.0,34.9,48.1,36.3
Penn St.,32,4_14,12_20,100.7,97.1,19.2,21.5,44.0,47.4,31.1,38.2,31.8,45.3
Kent St.,32,10_6,20_12,103.2,99.6,20.8,23.5,49.8,46.9,34.8,34.4,36.0,31.6
East Tennessee St.,30,10_8,16_14,100.2,96.8,20.4,25.7,48.2,50.8,30.8,35.8,39.3,35.1
Penn,33,11_3,20_13,102.0,98.6,19.6,22.0,48.4,47.1,37.4,34.0,29.6,42.2
Bowling Green,31,9_7,15_16,102.1,98.7,20.6,23.0,49.2,49.5,33.9,35.6,26.8,36.6
Indiana St.,32,8_10,17_15,100.1,96.8,18.9,18.6,45.7,45.8,34.4,36.3,37.9,32.7
Lamar,33,11_5,21_12,104.6,101.2,17.5,20.1,45.3,45.4,33.1,34.1,41.0,34.2
DePaul,31,3_15,12_19,107.7,104.2,18.5,21.7,49.2,52.3,33.5,35.4,26.4,40.9
Vermont,36,13_3,24_12,101.9,98.7,19.4,19.7,48.6,44.6,34.0,31.7,37.3,33.3
Loyola MD,33,13_5,24_9,102.1,98.9,20.6,22.0,45.8,45.4,33.9,36.1,42.9,39.9
St. John's,32,6_12,13_19,103.5,100.4,19.6,21.5,46.7,49.9,28.2,33.9,39.5,28.7
UAB,31,9_7,15_16,99.2,96.3,22.8,18.8,45.7,44.1,34.4,34.8,36.3,29.6
Robert Morris,37,13_5,26_11,103.2,100.1,21.1,23.8,45.1,47.6,35.2,35.2,42.7,47.7
East Carolina,27,5_11,11_16,102.2,99.6,20.3,21.6,47.3,50.2,34.8,32.9,35.3,38.1
USC Upstate,32,13_5,19_13,100.7,98.2,21.6,23.5,47.4,50.7,34.0,34.0,34.6,42.7
Drake,33,9_9,17_16,98.7,96.3,19.1,19.8,47.4,48.8,36.1,30.6,41.3,43.3
Charlotte,30,5_11,13_17,99.2,96.8,20.2,20.9,45.8,48.1,32.5,33.5,39.0,34.2
Manhattan,34,12_6,21_13,100.5,98.1,23.3,22.9,48.1,45.0,36.1,33.2,40.2,42.4
Loyola Marymount,32,11_5,19_13,100.2,97.9,19.8,20.5,45.9,48.2,35.0,30.3,37.6,33.4
Oakland,35,11_7,19_16,112.2,109.7,16.7,18.5,50.4,53.8,37.8,39.8,41.9,31.4
UTEP,32,7_9,15_17,99.5,97.5,21.1,19.1,50.0,46.6,34.0,33.3,39.0,34.9
Nebraska,30,4_14,12_18,101.0,99.1,21.2,19.9,49.3,51.0,32.4,36.6,28.7,33.2
College of Charleston,31,10_8,19_12,99.8,98.0,19.1,20.8,48.8,46.8,33.8,32.0,38.6,25.7
Rice,32,8_8,16_16,99.2,97.5,19.4,19.4,48.2,44.5,33.9,36.9,38.5,37.3
Boise St.,29,3_11,12_17,103.5,101.7,18.6,19.6,47.4,50.3,34.2,38.3,36.0,39.2
TCU,32,7_7,17_15,105.6,103.9,19.4,21.5,46.9,53.0,35.8,37.8,38.5,41.3
American,32,10_4,20_12,100.4,98.8,17.5,17.4,44.1,46.1,39.4,31.0,33.8,32.7
San Francisco,32,8_8,18_14,107.0,105.3,18.5,21.8,52.9,51.9,35.3,38.9,38.4,32.3
Quinnipiac,32,10_8,18_14,102.3,100.7,18.5,18.4,45.2,43.8,33.3,34.9,38.2,41.5
South Carolina,31,2_14,10_21,101.9,100.6,20.4,22.7,44.6,48.0,32.6,37.9,26.7,40.4
Stephen F. Austin,28,12_4,16_12,95.6,94.6,22.1,22.8,49.7,44.5,27.9,34.3,39.0,37.4
LIU Brooklyn,34,16_2,25_9,107.8,106.7,21.4,18.4,52.1,49.5,37.1,32.8,49.7,22.0
Delaware,32,12_6,18_14,102.5,101.7,18.8,15.6,47.8,42.0,31.1,32.4,43.4,32.3
Stony Brook,31,14_2,21_10,101.2,100.4,19.6,21.4,47.0,47.1,32.6,35.7,31.4,27.9
Youngstown St.,29,10_8,14_15,104.5,104.2,17.5,19.4,46.7,46.7,37.7,36.3,30.5,32.4
Savannah St.,31,14_2,19_12,94.3,94.0,23.0,23.9,45.3,47.9,32.7,28.7,38.8,45.4
Idaho,31,9_5,17_14,104.5,104.3,20.4,16.6,51.1,47.6,39.0,34.7,41.5,31.1
Georgia Tech,31,4_12,11_20,96.8,96.6,22.8,17.7,47.9,43.3,31.2,34.7,28.7,33.8
North Dakota St.,30,9_9,16_14,105.0,104.9,18.6,18.3,53.8,46.5,36.8,36.8,39.2,41.7
Houston,29,7_9,14_15,104.7,104.7,21.5,17.3,50.2,47.0,35.1,35.7,32.9,29.5
Yale,27,9_5,17_10,98.6,98.9,21.3,18.8,46.4,46.2,33.2,33.3,42.7,33.0
Cal Poly,31,8_8,16_15,103.1,103.5,18.0,18.8,46.9,49.2,35.0,33.0,29.0,44.8
Arkansas Little Rock,30,12_4,14_16,97.0,97.4,18.9,21.7,42.4,46.8,33.3,33.7,40.9,45.4
Western Michigan,33,6_10,13_20,103.7,104.3,21.7,15.9,48.2,47.7,33.8,33.6,40.9,34.9
North Texas,29,9_7,15_14,98.2,98.8,20.8,20.7,46.4,45.7,32.4,32.4,34.4,34.6
Cal St. Fullerton,29,12_4,19_10,106.6,107.4,21.8,19.1,50.1,48.2,40.4,37.8,39.2,38.6
Miami OH,29,5_11,8_21,101.5,102.7,21.7,18.9,48.5,49.9,35.8,34.9,31.3,36.0
Western Illinois,31,9_9,16_15,95.4,96.8,18.9,21.2,47.6,49.5,40.0,35.5,33.3,32.9
George Washington,31,5_11,10_21,100.0,101.5,20.6,21.4,45.4,48.0,32.6,37.8,28.5,36.3
Toledo,34,7_9,17_17,102.6,104.3,20.7,21.2,48.5,49.1,36.7,33.6,39.1,31.3
Wake Forest,31,4_12,13_18,101.8,103.5,19.1,18.2,46.9,48.6,33.3,35.5,40.9,30.8
Green Bay,28,10_8,13_15,99.6,101.3,22.3,19.4,44.5,45.3,35.7,37.3,32.3,34.3
UTSA,30,10_6,16_14,101.6,103.4,20.2,22.5,47.2,50.3,39.1,32.9,37.1,34.4
Louisiana Tech,32,6_8,16_16,100.4,102.1,18.6,21.4,47.6,49.3,33.1,32.9,31.5,42.4
Norfolk St.,34,13_3,25_9,98.1,100.0,21.0,19.5,50.4,46.1,31.5,31.3,42.5,37.3
Fresno St.,31,3_11,11_20,99.2,101.2,16.5,21.9,45.5,51.0,31.4,32.7,36.1,45.7
Tulane,29,3_13,13_16,97.6,99.6,19.8,21.9,45.9,47.2,33.4,32.9,40.4,35.6
Air Force,27,3_11,11_16,98.2,100.3,20.6,21.5,51.8,48.4,33.3,32.3,39.4,38.2
Columbia,28,4_10,13_15,100.7,103.0,19.6,19.0,45.9,45.0,36.3,36.7,32.2,36.3
North Florida,31,10_8,15_16,101.0,103.3,22.9,20.0,50.5,49.1,35.8,34.8,37.2,36.0
Western Kentucky,35,7_9,16_19,96.4,98.6,22.1,21.1,43.7,46.9,30.6,32.5,40.2,38.9
Tennessee St.,31,11_5,18_13,98.1,100.4,21.8,22.9,48.0,49.8,34.3,36.0,40.9,37.3
Northeastern,31,9_9,14_17,99.0,101.4,24.1,22.1,46.3,49.1,34.8,33.1,37.9,40.2
San Diego,29,7_9,11_18,101.1,103.7,19.9,20.8,48.8,49.6,36.6,37.8,35.2,36.1
IUPUI,30,7_11,12_18,106.2,109.2,17.7,19.8,47.4,52.6,35.2,36.3,35.1,38.7
Florida Atlantic,29,7_9,10_19,99.9,102.7,18.5,21.0,44.9,46.4,33.3,36.3,28.9,43.2
St. Francis NY,30,12_6,15_15,96.1,98.8,23.0,21.2,48.2,49.2,35.6,30.3,35.0,46.0
Coastal Carolina,27,12_6,15_12,101.0,103.9,20.5,17.0,51.7,43.6,33.8,35.7,31.4,33.7
Ball St.,29,6_10,14_15,99.0,101.9,20.9,22.0,47.4,44.4,33.3,35.9,39.7,33.3
Boston University,32,12_4,16_16,96.8,99.6,21.0,20.1,48.3,46.2,31.9,32.8,34.0,31.5
Charleston Southern,28,11_7,16_12,101.6,104.6,18.6,22.4,47.4,52.3,37.2,36.4,35.3,34.5
Louisiana Lafayette,31,10_6,15_16,92.8,95.6,23.0,19.4,46.7,42.9,32.3,34.1,42.6,40.5
Florida Gulf Coast,31,8_10,14_17,102.9,106.0,21.5,20.6,50.1,48.0,37.3,36.0,34.2,38.5
SMU,30,4_12,11_19,95.6,98.5,20.8,23.1,48.4,52.0,33.7,32.0,35.8,36.8
Rhode Island,31,4_12,7_24,101.9,105.2,20.9,19.0,45.7,53.8,27.8,35.5,34.3,35.7
Wofford,31,12_6,17_14,100.2,103.4,18.4,17.4,49.5,48.1,33.2,34.5,27.9,32.5
Tennessee Tech,31,9_7,17_14,100.8,104.1,22.0,21.4,49.6,49.1,36.0,36.8,42.8,38.0
Albany,34,9_7,19_15,106.8,110.3,19.1,19.7,49.1,50.5,36.4,37.2,36.7,28.0
Arkansas St.,33,6_10,13_20,101.2,104.6,21.3,20.0,44.6,47.8,37.7,39.7,41.2,27.8
Portland St.,30,10_6,15_15,105.6,109.6,20.2,16.0,53.2,51.2,35.2,34.5,45.2,30.1
Seattle,25,3_0,10_15,97.6,101.5,19.9,20.1,48.2,47.8,32.6,35.8,25.7,44.3
Jacksonville St.,30,8_8,13_17,97.0,100.9,19.8,22.8,48.5,47.5,26.4,31.9,40.5,49.9
Hofstra,32,3_15,10_22,97.8,101.7,20.6,23.0,43.0,50.9,33.3,35.0,43.1,39.6
Central Connecticut,29,10_8,13_16,98.3,102.3,20.9,24.4,46.1,50.0,34.4,35.3,32.4,33.7
Holy Cross,30,9_5,15_15,98.0,102.0,20.6,17.3,46.3,49.1,33.5,30.7,32.4,31.1
Southern Illinois,30,5_13,8_22,97.8,101.9,20.9,22.0,46.6,49.6,28.6,39.8,35.8,53.1
Cornell,27,7_7,11_16,96.1,100.2,19.6,22.3,45.1,48.7,33.7,31.3,32.0,41.5
Hawaii,30,6_8,14_16,101.6,106.1,21.4,17.4,50.8,47.4,33.0,34.6,43.5,35.6
Lipscomb,30,8_10,12_18,98.7,103.5,20.7,20.5,46.1,51.8,36.9,33.8,33.8,31.3
Eastern Washington,30,8_8,13_17,99.2,104.0,17.2,22.3,43.9,48.6,35.0,36.8,35.4,59.0
Rider,32,10_8,13_19,102.0,107.0,21.7,18.4,49.5,48.5,37.7,35.8,40.9,33.4
South Alabama,28,8_8,16_12,99.0,103.9,24.2,18.8,45.4,45.0,34.0,34.5,37.7,31.3
Boston College,31,4_12,9_22,95.5,100.2,22.3,18.0,46.0,48.1,33.9,34.9,33.7,28.4
Arizona St.,31,6_12,10_21,98.8,103.8,25.7,17.8,50.2,46.6,36.4,36.8,41.3,38.3
Cal St. Bakersfield,30,2_0,15_15,100.5,105.7,22.2,22.9,49.4,54.0,36.2,34.3,34.3,49.5
Wright St.,31,7_11,12_19,93.2,98.1,21.8,25.5,42.6,54.0,34.3,33.3,37.4,45.6
Texas Tech,31,1_17,8_23,93.7,98.7,26.0,19.1,46.8,46.7,35.7,33.6,40.1,47.9
North Carolina Central,28,10_6,13_15,95.3,100.5,23.4,24.0,49.7,47.8,33.6,31.5,45.7,41.8
UNC Wilmington,30,5_12,10_20,99.0,104.5,20.7,16.7,45.4,50.0,32.9,30.8,33.6,37.3
Morehead St.,30,10_6,15_15,97.2,102.6,24.5,24.5,48.1,53.0,35.6,35.0,37.4,42.4
Furman,29,8_10,13_16,97.0,102.4,21.7,19.0,45.4,49.3,34.0,31.0,37.9,39.3
Stetson,28,6_12,8_20,100.2,105.9,24.3,19.0,50.5,51.3,34.3,35.4,34.3,32.6
Western Carolina,33,8_10,15_18,100.1,105.8,19.6,21.2,44.7,50.9,35.3,36.2,31.6,43.3
Sacred Heart,32,8_10,14_18,100.5,106.2,22.1,20.1,50.2,49.1,36.9,35.8,34.9,35.0
Northwestern St.,29,8_8,13_16,95.3,100.9,20.5,22.7,47.5,47.0,31.1,33.0,42.4,39.1
James Madison,32,5_13,12_20,100.6,106.5,19.4,20.3,45.5,47.0,36.7,36.3,31.4,42.4
USC,32,1_17,6_26,88.7,93.9,17.4,24.5,43.3,47.4,27.1,34.1,26.9,33.2
Southeast Missouri St.,29,9_7,13_16,103.4,109.6,20.0,15.8,50.6,46.3,37.4,37.9,34.4,41.5
Siena,31,8_10,14_17,95.8,101.5,21.3,17.8,47.0,42.7,30.7,36.7,34.2,25.1
High Point,29,8_10,11_18,104.2,110.4,19.3,17.5,45.3,50.8,40.6,34.2,37.9,40.6
McNeese St.,30,10_6,14_16,99.1,105.1,18.3,19.6,45.7,48.2,32.0,33.9,34.2,39.6
FIU,28,5_11,8_20,97.7,103.6,22.3,21.1,44.9,50.1,33.4,32.8,39.0,47.7
Southern Utah,29,8_10,12_17,96.7,102.7,20.9,19.3,50.7,51.2,30.4,35.8,37.1,46.8
Austin Peay,31,8_8,11_20,99.4,105.7,21.2,21.5,48.6,51.1,31.3,37.8,41.3,35.4
Jacksonville,30,6_12,8_22,98.1,104.5,22.2,21.0,45.7,51.8,31.9,35.6,35.0,54.1
Utah Valley,29,9_1,16_13,96.9,103.3,19.1,17.5,45.7,48.6,31.4,30.4,35.2,30.3
Lafayette,31,7_7,13_18,104.0,110.9,19.0,18.3,48.1,50.9,38.5,38.4,34.3,37.9
