Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
Oregon,34,10_8,24_10,118.1,100.0,16.1,18.9,51.0,49.4,38.9,32.4,43.8,47.8
New Mexico,34,15_3,27_7,112.8,95.7,15.9,14.9,51.7,41.1,33.2,34.8,46.7,31.3
SMU,37,12_6,27_10,110.4,93.7,20.2,21.2,51.6,42.7,37.9,32.1,43.8,38.7
Harvard,31,13_1,26_5,111.9,95.2,17.6,21.1,49.7,44.9,38.6,32.7,48.4,36.3
Saint Joseph's,34,11_5,24_10,113.8,97.5,18.7,15.3,52.3,46.0,37.9,34.2,43.6,30.6
Texas,35,11_7,24_11,112.4,96.7,17.5,16.3,46.9,42.9,32.7,35.2,43.4,41.0
Minnesota,37,8_10,24_13,114.4,98.4,18.1,18.7,50.6,47.1,35.5,34.4,39.7,40.2
Memphis,33,12_6,23_10,112.6,97.0,18.6,20.3,52.7,49.2,33.0,31.0,39.5,33.8
Saint Louis,33,13_3,26_7,104.9,90.4,18.6,21.0,50.5,44.4,31.7,29.6,40.3,35.6
Kansas St.,33,10_8,20_13,107.9,92.9,18.5,19.0,48.3,45.9,33.1,29.3,40.3,45.4
Stanford,36,10_8,23_13,111.7,96.5,17.0,17.0,49.9,45.8,36.4,34.9,45.0,37.0
Louisiana Tech,36,13_3,28_8,109.8,94.9,15.7,22.8,52.2,45.6,33.0,31.5,41.7,38.6
Arkansas,34,10_8,22_12,110.6,96.4,15.7,23.2,48.0,43.6,36.2,34.6,40.2,43.0
Florida St.,36,9_9,22_14,112.0,97.6,21.3,18.9,49.7,43.5,38.0,32.9,45.6,36.2
Utah,31,9_9,19_12,110.4,96.2,18.3,18.8,53.7,46.7,34.5,32.6,39.8,36.2
Arizona St.,33,10_8,21_12,110.3,96.4,16.3,17.0,48.8,45.3,39.0,32.6,42.5,37.3
Providence,35,10_8,22_13,114.9,100.4,17.3,16.4,46.5,48.8,34.7,32.8,41.9,33.7
Indiana,32,7_11,17_15,108.4,94.7,21.8,17.8,49.1,46.8,34.4,29.9,45.3,35.5
Maryland,32,9_9,17_15,108.1,94.5,18.6,18.7,47.8,45.4,34.2,34.1,36.7,42.1
Georgetown,33,8_10,18_15,114.3,100.0,17.9,18.2,51.8,46.8,33.1,33.3,44.8,52.4
Dayton,37,10_6,26_11,113.0,99.1,18.1,18.8,50.4,48.3,37.7,33.2,40.6,43.0
Nebraska,32,11_7,19_13,108.2,95.0,16.7,19.0,47.4,47.8,33.3,31.5,42.3,44.9
George Washington,33,11_5,24_9,110.2,96.8,19.0,19.6,50.2,47.4,36.4,31.2,46.6,33.4
Clemson,36,10_8,23_13,106.7,93.9,18.2,17.3,47.9,44.3,31.0,28.5,36.1,28.6
St. John's,33,10_8,20_13,107.7,95.1,15.6,19.2,47.6,44.0,34.9,34.5,37.1,38.1
BYU,34,13_5,22_12,113.8,100.5,15.3,16.6,49.2,48.2,36.9,33.7,47.6,36.8
North Carolina St.,36,9_9,22_14,114.8,101.4,15.8,17.4,51.5,47.3,30.5,32.1,37.0,42.6
Illinois,35,7_11,20_15,105.4,93.1,16.5,18.7,45.9,46.3,31.7,34.3,31.2,32.2
West Virginia,33,9_9,17_16,115.2,101.8,14.2,18.5,46.9,50.0,38.1,34.5,39.1,41.6
LSU,34,9_9,20_14,111.3,98.4,19.2,18.0,49.4,43.8,34.2,35.8,34.2,38.7
Xavier,34,10_8,21_13,112.0,99.5,18.7,16.9,51.5,47.4,34.8,35.2,41.6,39.5
Massachusetts,33,10_6,24_9,109.0,96.9,18.8,18.7,49.9,46.8,34.6,30.8,39.2,37.2
Marquette,32,9_9,17_15,109.8,98.0,17.5,19.3,48.9,45.7,32.1,36.5,44.8,38.7
Saint Mary's,34,11_7,22_12,111.9,99.8,18.2,18.1,48.3,49.1,38.1,34.2,48.0,40.9
Miami FL,33,7_11,17_16,109.8,98.5,17.2,16.4,47.2,43.4,32.3,35.5,36.1,31.2
Colorado,35,10_8,23_12,106.9,96.0,19.7,17.8,48.6,47.3,31.8,35.6,48.3,30.2
California,35,10_8,21_14,110.9,99.8,15.1,15.0,50.2,44.3,34.5,35.3,35.6,33.7
Missouri,35,9_9,23_12,114.2,102.9,19.0,15.9,51.0,46.6,34.4,33.2,52.5,37.7
North Dakota St.,30,12_2,23_7,113.9,103.0,15.6,17.1,55.4,46.1,34.7,37.8,41.6,40.2
Alabama,31,7_11,12_19,108.3,98.0,18.3,19.3,49.1,47.5,33.3,30.7,44.0,41.3
Boise St.,31,9_9,18_13,114.3,103.7,15.0,17.0,49.8,50.4,35.9,35.3,36.6,42.3
Tulsa,34,13_3,21_13,105.6,95.8,16.7,20.3,49.2,43.2,32.7,35.2,47.1,47.5
Stephen F. Austin,33,18_0,30_3,112.0,101.6,16.9,23.6,52.3,50.0,34.9,34.7,39.9,50.7
Manhattan,33,15_5,25_8,106.2,96.4,19.7,21.7,48.7,44.0,36.9,32.7,55.5,52.8
UNLV,33,10_8,20_13,107.9,98.1,16.6,15.3,48.7,44.2,32.9,30.2,39.5,25.7
St. Bonaventure,33,6_10,18_15,111.6,101.6,18.7,21.5,49.9,49.4,32.6,35.5,41.1,45.0
Penn St.,34,6_12,16_18,110.2,100.4,15.8,16.4,48.6,44.9,31.9,35.2,39.4,47.9
Middle Tennessee,31,13_3,22_9,104.7,95.6,19.2,21.7,48.8,45.6,34.2,33.0,44.1,43.9
Iona,33,17_3,22_11,118.0,107.8,14.8,16.7,55.8,50.4,39.6,34.1,38.0,29.4
New Mexico St.,35,12_4,25_10,111.6,102.0,18.7,16.1,52.9,42.7,36.1,33.2,53.9,34.1
Georgia St.,32,17_1,23_9,114.0,104.3,11.9,20.1,51.1,48.3,38.0,34.3,38.8,36.0
Northern Iowa,30,10_8,15_15,113.1,103.8,16.1,17.1,51.7,49.1,35.9,36.4,38.5,37.3
Seton Hall,34,6_12,17_17,108.8,99.8,18.1,18.2,51.6,49.1,35.8,34.9,43.1,41.6
Mississippi,33,9_9,19_14,111.1,102.0,15.9,19.9,46.5,46.2,33.9,34.7,39.6,43.3
Georgia,34,12_6,20_14,107.9,99.0,20.0,16.0,47.5,44.8,34.9,31.9,54.1,43.4
Southern Miss,34,13_3,27_7,108.7,99.9,20.5,23.0,50.0,49.2,34.7,34.3,51.5,46.3
Purdue,31,5_13,14_17,108.6,100.2,17.8,16.4,46.2,46.9,33.2,33.0,37.5,41.9
Green Bay,28,14_2,21_7,106.5,98.3,18.7,19.9,50.9,44.7,34.0,32.4,43.0,34.1
Texas Tech,32,6_12,14_18,110.0,101.6,18.8,17.9,50.7,50.0,31.1,33.0,38.7,42.0
Notre Dame,32,6_12,15_17,113.5,104.9,15.9,16.8,50.7,48.2,35.8,38.5,30.0,32.1
San Francisco,31,13_5,19_12,111.4,103.0,17.3,16.7,52.7,49.1,36.0,35.3,43.9,40.2
Georgia Tech,33,6_12,16_17,105.7,97.9,18.4,15.4,48.0,46.2,31.5,33.2,34.4,37.9
Butler,30,4_14,13_17,105.9,98.3,15.3,17.7,47.3,51.4,31.4,31.4,37.7,31.4
North Carolina Central,32,16_1,26_6,107.9,100.2,17.2,23.7,50.8,43.2,32.5,31.0,49.5,44.8
Mercer,33,14_4,24_9,109.6,101.8,17.5,19.0,51.6,46.9,38.8,31.0,37.3,41.0
Oregon St.,32,8_10,16_16,113.2,105.2,19.5,15.2,52.3,48.5,39.2,36.8,50.9,36.8
Belmont,35,14_2,25_10,113.4,105.4,18.6,20.5,56.9,52.1,39.0,34.5,41.2,42.9
Richmond,33,8_8,19_14,104.1,96.9,16.2,20.0,48.0,46.2,32.2,30.1,41.0,40.4
UTEP,32,12_4,21_11,106.2,98.9,20.2,17.4,51.2,43.9,32.6,30.5,52.7,37.8
Princeton,29,8_6,20_9,105.1,98.1,17.1,18.8,52.1,47.5,35.7,32.8,38.0,37.4
UC Irvine,33,13_3,21_12,102.1,95.5,19.4,14.9,50.7,39.2,35.5,33.2,36.3,39.3
Vermont,31,15_1,20_11,107.1,100.3,18.2,20.1,49.7,44.0,39.0,32.5,46.0,40.2
Cleveland St.,31,12_4,19_12,109.3,102.3,19.3,19.3,48.8,46.6,40.2,33.4,37.5,44.3
Texas A&M,34,8_10,18_16,101.1,94.7,17.4,20.3,48.1,46.5,31.7,28.8,38.8,39.8
Washington,32,9_9,17_15,111.2,104.2,16.5,16.3,49.1,53.3,33.9,31.8,37.1,41.4
La Salle,31,7_9,15_16,105.9,99.4,17.5,17.6,45.3,47.5,32.5,33.1,39.1,32.1
Fresno St.,37,9_9,19_18,110.7,103.9,14.7,16.6,47.1,49.5,36.3,31.5,40.6,42.0
Auburn,30,6_12,14_16,110.5,103.9,17.9,18.8,50.0,45.4,31.0,38.7,44.1,48.7
UC Santa Barbara,28,12_4,19_9,110.3,103.7,17.6,16.0,50.5,43.5,38.7,35.2,41.9,39.3
Buffalo,28,13_5,18_10,110.1,103.6,18.5,19.2,50.0,47.6,33.7,30.6,41.8,36.3
Vanderbilt,31,7_11,15_16,103.6,97.9,20.6,16.5,49.8,45.8,31.9,30.4,41.2,35.3
Louisiana Lafayette,32,11_7,20_12,110.5,104.5,18.8,18.5,49.6,50.6,37.1,33.2,44.3,44.0
Portland,31,7_11,15_16,108.7,103.0,17.1,16.7,47.9,46.0,39.4,36.9,39.5,43.9
Boston University,35,15_3,24_11,107.0,101.4,17.6,20.4,50.9,48.2,36.3,35.4,29.9,31.5
Davidson,32,15_1,19_13,113.1,107.2,16.6,17.7,53.5,51.0,37.8,36.0,38.4,45.5
Wake Forest,33,6_12,17_16,106.7,101.2,18.4,16.8,50.0,47.7,32.9,31.4,50.1,39.0
South Carolina,34,5_13,14_20,106.6,101.2,21.3,20.0,42.6,49.4,37.8,32.6,45.7,56.9
Rhode Island,31,5_11,14_17,103.6,98.6,20.8,17.4,49.2,48.5,31.5,28.6,46.2,43.0
Wyoming,31,9_9,16_15,104.9,99.9,16.9,16.6,53.0,45.6,34.9,31.6,45.6,32.8
Indiana St.,32,12_6,21_11,105.6,101.0,17.2,17.6,49.8,47.3,34.3,35.0,43.3,43.7
Delaware,35,14_2,25_10,110.7,106.0,13.4,16.8,49.5,49.6,34.7,32.7,43.9,38.0
Northwestern,33,6_12,14_19,98.8,94.7,17.3,16.4,46.1,45.3,30.6,31.5,35.5,38.0
Boston College,31,4_14,7_24,114.5,109.8,17.4,15.0,51.7,50.3,35.1,37.9,44.5,41.5
American,33,13_5,20_13,101.8,97.7,23.1,19.6,55.1,45.7,37.9,31.9,35.0,40.7
Eastern Kentucky,32,11_5,22_10,112.1,107.5,15.8,24.2,55.7,56.7,38.6,35.8,43.2,54.9
Utah St.,31,7_11,17_14,108.6,104.3,17.2,12.4,46.8,48.2,40.9,31.1,33.7,33.6
San Diego,33,7_11,16_17,105.7,101.6,18.7,17.5,47.9,47.9,38.0,35.0,41.5,37.7
Toledo,33,14_4,26_7,113.8,109.5,14.7,19.5,50.6,52.0,34.6,35.8,43.8,35.1
George Mason,31,4_12,11_20,106.3,102.4,19.8,17.8,47.0,50.0,35.2,33.5,40.1,47.3
Eastern Michigan,34,10_8,19_15,97.9,94.4,17.9,22.6,43.8,41.2,30.0,32.0,43.0,40.2
Murray St.,32,13_3,21_11,109.1,105.3,18.0,17.0,52.2,49.8,37.6,32.2,45.9,35.0
Columbia,33,8_6,20_13,106.9,103.3,19.2,16.8,48.5,45.7,38.6,35.0,44.0,41.2
Akron,34,12_6,21_13,105.0,101.7,19.8,19.5,49.3,47.1,34.6,33.5,40.4,36.1
Ohio,36,11_7,24_12,106.0,102.8,19.1,18.3,52.3,45.7,35.1,31.5,34.3,41.5
Houston,33,8_10,17_16,110.7,107.9,18.9,16.4,49.5,49.0,36.7,34.9,38.2,34.6
Canisius,33,14_6,21_12,111.8,109.0,16.5,19.6,49.9,51.4,38.6,33.4,38.0,35.3
Drexel,30,8_8,16_14,103.9,101.5,12.9,17.1,46.4,47.6,31.4,30.8,39.2,46.6
Colorado St.,30,7_11,14_16,110.0,107.5,14.1,16.8,45.7,48.4,31.6,38.2,47.6,37.4
Wright St.,34,10_6,19_15,99.5,97.3,20.3,23.6,49.3,48.2,36.5,33.0,43.0,45.0
Hawaii,29,9_7,18_11,109.9,107.5,16.8,19.2,51.9,50.8,33.2,34.2,42.4,40.4
Western Michigan,32,14_4,22_10,104.7,102.5,20.9,18.5,53.7,47.8,32.6,31.5,51.4,34.7
IPFW,33,10_4,22_11,109.7,107.5,18.7,17.8,54.0,52.0,38.4,34.8,41.7,32.2
Nevada,32,10_8,15_17,109.1,107.0,15.5,15.9,48.5,49.9,33.8,33.5,38.1,40.5
Holy Cross,34,12_6,20_14,104.2,102.3,18.2,18.8,46.9,47.0,35.3,37.4,39.4,30.2
South Dakota St.,29,10_4,16_13,105.2,103.4,17.9,16.3,48.9,50.3,33.9,35.5,43.7,38.4
Duquesne,30,5_11,13_17,109.9,108.1,16.2,17.6,48.5,49.6,36.3,39.3,42.2,33.6
Illinois St.,33,9_9,17_16,101.3,99.7,18.0,20.2,47.5,46.2,30.8,35.4,40.7,42.3
Southern Illinois,32,9_9,13_19,106.4,104.8,18.9,19.8,49.4,50.5,33.0,33.7,42.4,42.2
Bucknell,30,11_7,16_14,102.7,101.2,16.8,14.4,44.6,46.5,39.0,33.9,31.7,31.8
Pacific,33,6_12,17_16,108.4,106.9,18.0,17.3,48.4,49.7,36.2,38.7,40.6,52.7
Towson,35,13_3,24_11,108.8,107.2,17.5,12.8,49.2,45.2,35.7,31.1,53.2,38.1
Arkansas St.,30,10_8,17_13,105.9,104.5,17.7,18.2,48.3,48.3,38.6,32.5,42.4,36.1
USC,31,2_16,10_21,102.8,101.5,19.6,15.7,49.7,49.2,28.5,32.1,42.3,38.7
Denver,30,8_6,15_15,110.2,108.9,16.6,21.0,51.8,53.4,38.4,33.8,34.7,49.2
Temple,31,4_14,9_22,109.7,108.6,15.1,15.9,46.8,52.1,33.8,35.9,31.7,37.2
Virginia Tech,31,2_16,9_22,100.0,99.0,19.7,13.0,43.1,45.6,36.1,32.6,38.1,33.5
Long Beach St.,30,10_6,13_17,103.8,102.8,18.2,18.7,49.1,50.0,31.6,32.9,30.8,37.2
Santa Clara,31,6_12,12_19,106.9,105.9,15.5,18.0,45.3,49.9,36.4,35.8,36.9,46.6
Siena,38,11_9,20_18,101.3,100.4,20.2,18.6,44.8,45.3,32.8,33.0,41.7,51.5
Missouri St.,32,9_9,19_13,105.2,104.3,17.0,18.1,47.1,50.2,35.9,35.1,40.9,42.9
UAB,29,7_9,16_13,103.5,102.7,18.5,15.3,45.5,46.2,30.0,31.9,41.6,30.9
UCF,29,4_14,11_18,106.7,105.9,20.0,17.2,49.1,51.0,32.6,36.0,38.2,36.6
William & Mary,30,10_6,19_11,112.8,112.1,16.1,15.8,53.0,50.5,40.4,37.1,39.6,29.3
Milwaukee,34,7_9,20_14,104.3,103.9,19.9,18.5,49.1,50.4,32.7,31.0,44.7,36.5
Quinnipiac,32,14_6,20_12,110.3,109.9,17.6,12.0,44.6,46.5,35.7,34.7,48.1,36.2
Pepperdine,30,8_10,14_16,107.1,106.8,18.1,15.1,49.5,47.5,36.2,36.7,39.0,38.3
Colgate,30,6_12,12_18,108.6,108.4,18.1,16.2,54.0,50.6,40.1,33.8,28.1,34.8
Yale,32,9_5,18_14,101.5,101.4,19.7,18.6,45.6,47.9,31.7,36.3,50.5,41.0
Brown,28,7_7,14_14,100.1,100.2,18.7,16.7,44.7,44.1,37.7,30.6,35.6,37.3
Old Dominion,36,9_7,18_18,100.2,100.4,20.4,19.7,47.2,45.0,32.6,35.8,39.3,44.6
Albany,34,9_7,19_15,102.8,103.1,19.7,18.3,47.0,46.0,36.0,34.9,42.0,29.1
Charlotte,31,7_9,17_14,102.0,102.4,21.0,17.4,48.2,49.2,35.6,32.8,39.5,36.1
USC Upstate,32,11_7,17_15,104.2,104.6,18.3,18.0,52.0,45.1,31.8,34.2,38.9,38.6
Stony Brook,33,13_3,22_11,104.2,104.7,18.7,19.0,48.8,47.3,35.4,32.9,38.4,42.1
Weber St.,29,14_6,17_12,106.0,106.6,19.0,13.8,51.1,47.0,39.4,33.7,49.7,35.1
Western Kentucky,31,12_6,19_12,101.0,101.6,20.2,18.9,45.8,46.8,33.5,35.0,41.9,43.1
College of Charleston,31,6_10,13_18,98.7,99.3,20.3,15.1,44.9,43.4,34.5,34.2,34.4,43.1
Valparaiso,31,9_7,15_16,102.5,103.2,22.6,16.1,50.7,43.8,35.0,34.1,45.8,43.9
Nebraska Omaha,29,5_9,14_15,103.7,104.4,17.2,20.6,49.5,51.5,33.2,34.5,39.3,36.8
DePaul,33,3_15,12_21,105.3,106.5,19.7,19.1,46.3,52.9,33.6,37.4,42.0,46.7
Robert Morris,36,14_2,22_14,104.6,105.9,17.0,19.1,46.5,52.7,38.5,33.5,36.6,38.4
Loyola Marymount,31,4_14,12_19,104.7,106.0,17.3,19.7,48.0,50.8,29.8,36.5,36.4,43.1
Oral Roberts,31,10_8,15_16,107.6,108.9,17.0,16.3,49.4,46.1,35.8,37.3,41.9,42.8
Youngstown St.,29,6_10,12_17,107.0,108.4,16.1,18.6,52.3,51.7,34.7,35.5,40.0,41.2
Rutgers,32,5_13,11_21,104.7,106.2,18.2,17.8,46.0,49.1,32.9,37.4,36.6,45.0
Washington St.,30,3_15,9_21,101.1,102.6,18.0,17.5,45.2,49.6,32.7,36.9,37.2,44.7
Drake,30,6_12,14_16,104.2,105.8,18.8,16.9,47.4,50.9,39.7,34.5,38.2,38.6
Florida Gulf Coast,33,14_4,20_13,99.2,100.8,19.2,18.6,52.5,45.8,31.9,34.2,36.0,35.4
Oakland,31,7_9,11_20,109.0,111.0,16.1,19.7,47.0,55.8,36.6,39.3,37.7,42.9
Mississippi St.,33,3_15,14_19,100.7,102.5,20.2,20.3,49.5,52.3,30.7,32.6,43.3,33.0
Evansville,31,6_12,12_19,103.6,105.9,19.2,18.1,48.9,49.7,35.3,35.7,49.1,37.7
Sam Houston St.,33,13_5,22_11,105.1,107.4,18.9,20.6,48.9,49.5,38.2,35.1,52.1,49.9
Elon,29,11_5,16_13,104.1,106.4,17.6,16.8,50.9,48.6,36.3,33.3,35.8,40.6
Cal Poly,32,6_10,12_20,102.0,104.4,14.7,18.1,44.2,48.6,33.0,33.8,33.2,42.9
Southern,29,15_3,16_13,97.2,99.4,20.5,18.3,48.2,41.4,34.6,30.5,39.3,53.7
Northwestern St.,29,12_6,15_14,107.1,109.8,17.0,20.0,51.4,51.0,34.0,36.2,39.8,42.9
Morehead St.,32,10_6,18_14,101.9,104.5,22.1,20.6,51.1,50.6,30.4,34.6,53.2,52.3
Wofford,30,11_5,17_13,99.7,102.2,16.4,19.7,47.4,49.6,34.6,32.9,33.0,39.4
VMI,31,11_5,18_13,107.3,110.1,13.6,15.6,51.2,49.4,31.8,34.0,34.5,36.8
Fordham,31,2_14,10_21,108.0,110.9,16.4,18.0,44.5,51.9,30.6,35.7,33.4,42.3
Detroit,30,6_10,11_19,100.7,103.5,18.5,19.5,45.7,47.9,30.8,36.1,38.5,50.3
Wagner,29,12_4,17_12,97.3,100.1,18.1,18.9,44.9,43.9,33.1,30.1,37.0,44.2
Kent St.,31,7_11,15_16,103.1,106.1,18.3,19.6,47.3,47.6,35.1,34.5,37.0,47.6
South Florida,32,3_15,12_20,101.2,104.2,19.2,17.5,48.3,47.3,25.8,37.0,43.8,33.9
St. Francis NY,31,9_7,17_14,98.3,101.4,19.4,18.2,48.7,44.2,31.5,33.8,36.1,43.7
TCU,30,0_18,8_22,99.5,102.7,17.6,18.9,43.3,49.8,31.9,34.3,44.8,35.4
Bradley,32,7_11,12_20,100.0,103.3,18.7,20.2,45.7,50.7,32.2,32.6,36.5,43.4
Miami OH,30,8_10,13_17,98.6,102.0,20.2,21.7,49.7,52.4,30.0,37.3,34.8,33.3
Northern Illinois,31,8_10,14_17,94.1,97.4,22.9,20.8,43.2,47.3,27.6,30.5,50.6,47.1
Bryant,31,10_6,17_14,104.7,108.4,18.1,18.0,53.8,47.5,33.2,36.4,37.1,32.8
Mount St. Mary's,33,9_7,16_17,107.1,111.0,16.7,18.8,50.2,54.6,35.5,33.4,36.7,34.5
East Carolina,30,5_11,13_17,106.4,110.3,18.3,18.1,48.3,54.1,36.7,31.9,41.6,31.9
Coastal Carolina,31,11_5,18_13,98.3,102.0,20.2,18.3,47.6,46.7,32.6,32.4,38.6,39.6
UNC Asheville,29,10_6,14_15,106.8,110.8,19.3,16.8,48.7,49.2,38.1,36.9,43.4,41.3
Northeastern,32,7_9,11_21,100.6,104.5,20.0,17.1,47.7,48.7,32.4,37.1,44.4,33.4
Charleston Southern,27,6_10,9_18,105.6,109.7,16.1,16.9,48.3,47.4,37.0,40.2,34.8,38.3
Eastern Washington,29,10_10,13_16,105.9,110.4,17.5,14.8,49.5,49.4,37.2,35.0,40.4,41.9
South Alabama,28,5_13,8_20,102.7,107.1,18.5,16.4,43.8,47.7,33.3,34.8,36.4,40.8
Montana,28,12_8,15_13,106.8,111.5,15.9,18.4,54.1,52.4,37.0,35.7,42.3,45.6
UT Arlington,29,9_9,13_16,104.4,109.1,18.9,17.1,48.8,48.4,34.4,37.6,43.3,42.7
Utah Valley,30,13_3,18_12,101.5,106.1,17.2,15.8,48.0,49.6,33.5,32.8,38.7,35.4
Army,30,10_8,14_16,104.7,109.7,18.9,19.9,51.4,49.7,33.8,39.0,32.6,35.3
North Texas,30,6_10,14_16,99.7,104.5,18.1,17.6,44.8,47.0,34.2,35.5,41.3,42.5
Marshall,31,4_12,9_22,99.8,104.7,18.9,19.5,48.0,51.1,29.1,32.4,42.4,43.5
Gardner Webb,30,10_6,15_15,99.7,104.6,17.9,20.0,47.2,51.2,32.5,33.2,41.2,38.7
Marist,31,9_11,12_19,100.4,105.4,18.1,19.5,43.9,47.5,34.7,38.2,40.3,38.3
Loyola Chicago,31,4_14,9_22,102.3,107.5,20.7,18.1,51.6,51.0,35.0,34.5,38.0,42.1
High Point,29,12_4,14_15,105.8,111.3,18.3,18.0,49.7,54.3,38.6,35.0,32.4,35.0
Southeast Missouri St.,30,8_8,16_14,107.5,113.2,18.5,15.9,55.9,49.2,35.6,37.6,39.5,43.0
Arkansas Little Rock,30,9_9,13_17,100.0,105.4,19.0,18.3,45.8,48.3,31.1,34.9,41.5,50.2
Morgan St.,31,11_5,15_16,99.8,105.3,18.4,19.8,49.5,46.6,26.1,35.6,41.5,44.7
Rider,31,9_11,14_17,105.2,111.1,19.0,19.2,45.7,51.7,39.7,38.5,45.7,43.8
Bowling Green,31,6_12,11_20,92.0,97.1,22.1,20.5,46.4,44.3,28.3,35.6,36.3,38.5
Winthrop,30,10_6,17_13,103.2,108.9,18.6,19.9,46.2,51.5,39.3,36.4,41.0,45.1
Florida Atlantic,30,5_11,8_22,101.2,106.9,19.5,16.7,46.9,46.6,32.7,33.7,36.2,41.4
Hampton,30,13_4,17_13,95.5,101.0,20.2,22.1,46.0,41.6,31.6,35.4,50.9,53.6
FIU,28,7_9,13_15,100.8,106.6,20.4,18.2,49.1,49.0,31.3,33.5,42.9,37.5
Cal St. Bakersfield,31,5_11,12_19,100.0,105.8,21.0,19.0,45.4,50.0,38.6,31.4,38.7,52.5
Lafayette,30,6_12,10_20,108.7,115.2,18.9,17.7,50.6,53.4,39.7,37.2,33.3,35.8
Air Force,28,6_12,10_18,98.9,104.9,20.5,17.8,49.6,51.1,32.9,33.7,37.1,43.9
Radford,32,10_6,19_13,107.1,113.7,15.8,17.5,51.3,50.4,35.7,38.3,40.4,39.0
Sacramento St.,28,10_10,12_16,104.0,110.4,17.6,18.1,48.8,53.0,37.0,34.9,35.1,48.5
Texas A&M Corpus Chris,32,14_4,17_15,103.4,109.8,19.2,18.5,50.6,50.8,37.2,34.0,43.9,45.3
Cal St. Northridge,33,7_9,15_18,105.1,111.7,18.2,17.3,47.3,52.3,36.4,34.6,48.8,41.9
Hartford,33,10_6,17_16,101.2,107.6,21.7,20.4,52.4,51.2,37.6,34.3,38.9,41.3
Texas Southern,33,12_6,18_15,106.1,112.9,19.3,15.8,50.7,48.9,35.8,35.6,49.3,29.8
Norfolk St.,31,11_5,16_15,101.9,108.5,20.4,19.1,49.5,47.8,34.4,34.7,38.4,44.6
