Opponent,Results,Score,PlusMinus
Weber St.,W, 85_68 ,10
Illinois St.,W, 83_67 ,14.3
TCU,W, 76_67 ,8.1
Houston Baptist,W, 92_68 ,14.3
Cleveland St.,W, 77_66 ,9.4
UMKC,L, 64_57 ,-0.8
Minnesota,W, 84_70 ,16.5
UC Santa Barbara,W, 86_68 ,7.6
Texas Tech,L, 79_67 ,-3.9
Florida Gulf Coast,W, 56_52 ,2.4
Weber St.,L, 99_95 ,-2.7
Middle Tennessee,W, 65_61 ,3.8
Denver,W, 68_59 ,5.2
Western Illinois,W, 63_59 ,-3.1
IUPUI,L, 74_67 ,0.3
IPFW,W, 92_76 ,4
North Dakota St.,L, 68_57 ,-9.4
Oral Roberts,W, 86_74 ,8
South Dakota,W, 79_75 ,-1.1
Nebraska Omaha,W, 87_76 ,7
Denver,W, 67_56 ,-1.8
IUPUI,W, 80_58 ,10.4
Nebraska Omaha,L, 96_92 ,2.4
South Dakota,W, 85_68 ,10.3
IPFW,L, 91_79 ,-1.3
Western Illinois,W, 87_67 ,14.8
North Dakota St.,W, 71_59 ,3.7
Oral Roberts,W, 73_65 ,8
Oral Roberts,W, 73_70 ,-7.7
Denver,W, 54_53 ,-0.6
North Dakota St.,W, 67_59 ,3.1
Maryland,L, 79_74 ,-7.8
