Opponent,Results,Score,PlusMinus
Mississippi,L, 90_76 ,-7.3
Louisiana Monroe,L, 80_64 ,-12.7
Arizona,L, 61_42 ,-10.3
Auburn,L, 119_81 ,-6.3
Arkansas,L, 117_78 ,-13
Baylor,L, 75_62 ,-3.6
Houston Baptist,L, 99_73 ,-7
Sam Houston St.,L, 94_79 ,-13.7
Incarnate Word,L, 70_56 ,-8.4
Abilene Christian,L, 87_72 ,-8.2
Lamar,L, 86_82 ,1.5
Texas A&M Corpus Chris,L, 89_79 ,-5.7
McNeese St.,L, 75_74 ,-1.3
Nicholls St.,W, 88_80 ,0.6
Southeastern Louisiana,W, 91_76 ,6.8
Central Arkansas,W, 91_75 ,7.1
Stephen F. Austin,L, 83_72 ,-9.3
McNeese St.,W, 87_78 ,11.8
Central Arkansas,L, 107_94 ,-10.6
New Orleans,L, 102_99 ,-2.5
Nicholls St.,W, 81_67 ,7.5
Southeastern Louisiana,L, 84_82 ,-1.1
Stephen F. Austin,L, 95_55 ,-12.6
New Orleans,L, 97_86 ,-7
