Opponent,Results,Score,PlusMinus
Bowling Green,L, 79_61 ,-10.7
Duquesne,L, 95_75 ,-17.6
Bradley,W, 64_51 ,6
Northwestern,L, 90_63 ,-16.1
Tulane,L, 64_62 ,-4.3
Ball St.,L, 66_52 ,-2.3
Massachusetts,L, 103_95 OT,-0.2
Louisiana Lafayette,L, 79_69 ,0.5
Lamar,W, 68_64 ,5.2
Sam Houston St.,L, 73_70 ,-1.7
Incarnate Word,L, 71_68 ,-2.8
Houston Baptist,L, 73_69 ,-1.2
Stephen F. Austin,L, 82_58 ,-13.2
Texas A&M Corpus Chris,L, 97_76 ,-6.8
Central Arkansas,W, 94_83 ,1.9
McNeese St.,W, 76_64 ,2.9
Nicholls St.,W, 74_53 ,9.5
Central Arkansas,L, 112_77 ,-17.7
McNeese St.,L, 87_76 ,-3.9
Texas A&M Corpus Chris,L, 65_57 ,-6.9
Northwestern St.,W, 102_99 ,2.5
Southeastern Louisiana,L, 93_81 ,-11.9
Abilene Christian,L, 87_84 ,0.8
Nicholls St.,L, 80_76 ,1.9
Southeastern Louisiana,L, 61_60 ,0.4
Northwestern St.,W, 97_86 ,7
Southeastern Louisiana,L, 84_74 ,-6.9
