Opponent,Results,Score,PlusMinus
Maryland Eastern Shore,W, 80_53 ,8.8
Columbia,W, 81_71 ,8.5
South Dakota,W, 93_72 ,1.5
Missouri,W, 66_42 ,12.8
North Carolina,L, 80_70 ,-0.3
South Carolina St.,W, 68_66 ,3.4
Georgia,W, 68_66 ,-3.5
Coppin St.,W, 83_58 ,11.3
Texas A&M,L, 78_68 ,-6.3
Colorado St.,W, 61_56 ,4.1
North Dakota,W, 63_49 ,4.1
Saint Louis,W, 75_47 ,5
West Virginia,L, 87_83 2OT,1.3
Texas,L, 60_57 ,-1.1
Oklahoma,L, 86_76 ,-12.1
Texas Tech,W, 83_70 ,8.8
Iowa St.,L, 76_63 ,-8
Baylor,L, 79_72 2OT,1.4
Oklahoma St.,W, 89_73 ,11.8
West Virginia,L, 70_55 ,-7.8
Mississippi,W, 69_64 ,4.5
Kansas,L, 77_59 ,-4.3
Oklahoma,W, 80_69 ,0.9
Baylor,L, 82_72 ,-7.9
Oklahoma St.,L, 58_55 OT,-3.7
TCU,W, 63_49 ,10.2
Kansas,L, 72_63 ,-5.6
Texas,L, 71_70 ,-3.2
Iowa St.,L, 80_61 ,-3.4
TCU,W, 79_54 ,14.1
Texas Tech,L, 80_71 ,-2.9
Oklahoma St.,W, 75_71 ,9.8
Kansas,L, 85_63 ,-12.6
