Opponent,Results,Score,PlusMinus
McNeese St.,W, 81_70 ,11.8
Kennesaw St.,W, 91_69 ,14.7
South Alabama,W, 78_66 ,9.6
Marquette,L, 81_80 ,-4.8
North Carolina St.,L, 83_72 OT,-0.6
College of Charleston,L, 70_58 ,-11.8
North Florida,W, 119_108 ,-2.9
Houston,L, 105_98 OT,-2.7
Gardner Webb,W, 78_57 ,16.1
Oral Roberts,W, 100_77 ,16.1
American,W, 79_51 ,7.9
Wake Forest,L, 77_71 ,-1.5
Vanderbilt,W, 90_82 ,1.7
Kentucky,W, 85_67 ,7.7
Florida,L, 68_62 ,-4.9
Mississippi,W, 90_81 ,-1.7
Arkansas,W, 76_74 ,-0.1
Texas A&M,L, 71_57 ,-3.4
Alabama,W, 72_70 ,-0.1
Georgia,W, 89_85 ,5.4
Oklahoma,L, 77_75 ,5.8
Auburn,W, 80_68 ,8.7
Mississippi St.,W, 88_77 ,3.4
South Carolina,L, 94_83 ,-3.7
Texas A&M,W, 76_71 ,-0
Alabama,L, 76_69 ,0.9
Tennessee,L, 81_65 ,-7.3
Arkansas,L, 85_65 ,-5.3
Florida,W, 96_91 ,9
Missouri,W, 80_71 ,10.8
Kentucky,L, 94_77 ,-6.7
Tennessee,W, 84_75 ,4.3
Texas A&M,L, 71_38 ,-10.9
