Opponent,Results,Score,PlusMinus
Eastern Illinois,W, 88_49 ,17.8
Austin Peay,W, 102_76 ,10.9
Creighton,W, 86_65 ,15
Wake Forest,L, 82_78 ,1.3
St. John's,W, 83_73 ,9.4
UNLV,L, 72_69 ,-5.7
Alcorn St.,W, 112_70 ,17.1
Duke,L, 94_74 ,-8.1
Morehead St.,W, 92_59 ,18.1
IPFW,W, 90_65 ,10
McNeese St.,W, 105_60 ,16.6
Notre Dame,W, 80_73 ,-6.1
Kennesaw St.,W, 99_72 ,9.9
Rutgers,W, 79_72 ,6
Nebraska,W, 79_69 ,2.3
Wisconsin,W, 59_58 ,-0.3
Ohio St.,W, 85_60 ,19
Minnesota,W, 70_63 ,-0.4
Illinois,W, 103_69 ,11.1
Northwestern,W, 89_57 ,13.2
Wisconsin,L, 82_79 OT,-0.6
Minnesota,W, 74_68 ,5
Michigan,W, 80_67 ,8.6
Penn St.,L, 68_63 ,-0.7
Iowa,W, 85_78 ,4.9
Michigan St.,L, 88_69 ,-3.3
Nebraska,W, 80_64 ,5.1
Purdue,W, 77_73 ,7.2
Illinois,W, 74_47 ,3.6
Iowa,W, 81_78 ,4.3
Maryland,W, 80_62 ,6.5
Michigan,L, 72_69 ,-0.6
Chattanooga,W, 99_74 ,8.7
Kentucky,W, 73_67 ,0.1
North Carolina,L, 101_86 ,-11.6
