Opponent,Results,Score,PlusMinus
UCF,W, 90_85 ,4.3
College of Charleston,W, 82_81 ,0.7
Mercer,W, 77_71 ,5.2
Charlotte,W, 109_74 ,18.9
North Carolina,L, 98_65 ,-16.5
Eastern Washington,W, 96_86 ,7.6
Western Carolina,W, 87_54 ,11.6
Pittsburgh,L, 94_69 ,-7.1
Morehead St.,W, 81_77 ,-3
California,L, 86_60 ,-17.9
St. Bonaventure,L, 97_85 ,-1.3
Duquesne,W, 77_66 ,5.7
George Mason,W, 81_75 ,0.9
Dayton,L, 80_74 ,-3.3
Massachusetts,W, 86_74 ,3.3
Saint Louis,L, 96_87 ,-2.2
Richmond,W, 78_70 ,4.9
VCU,L, 79_69 ,-11.9
George Washington,L, 79_69 ,-3.6
Duquesne,W, 93_82 ,8.1
La Salle,W, 79_66 ,8.6
George Mason,L, 60_59 ,-5.3
Richmond,W, 83_79 ,-1
Saint Joseph's,W, 99_93 ,-1.8
Rhode Island,W, 65_54 ,9.7
Fordham,L, 91_82 ,-5
VCU,L, 70_60 ,-8.4
George Washington,W, 87_80 ,2
La Salle,W, 78_63 ,7.2
St. Bonaventure,W, 90_86 OT,-3.1
VCU,L, 76_54 ,-11.4
Florida St.,L, 84_74 ,-4.5
