Opponent,Results,Score,PlusMinus
Louisville,L, 86_45 ,-15.1
Kennesaw St.,W, 77_65 ,10.6
Troy,L, 83_79 ,-2.7
North Texas,W, 74_72 ,1.1
Idaho,W, 75_58 ,11.3
Austin Peay,L, 74_73 ,-6.3
Jacksonville St.,W, 77_71 ,4.2
Texas,L, 59_49 ,-8.4
Florida A&M,W, 86_67 ,11.3
South Alabama,L, 72_70 2OT,-0.4
Nebraska,W, 69_58 ,3.1
Mercer,L, 69_50 ,-13.1
The Citadel,W, 94_74 ,13.9
Wofford,L, 69_64 ,1.8
Furman,L, 77_57 ,-14.2
East Tennessee St.,L, 81_77 ,-3.3
Western Carolina,W, 84_68 ,4
VMI,L, 83_76 ,-3.2
UNC Greensboro,L, 86_78 ,0.4
Chattanooga,L, 63_56 ,-5.3
Mercer,L, 85_70 ,-6.9
Furman,L, 67_65 ,2.7
Wofford,L, 78_75 ,-4.2
The Citadel,W, 95_86 ,2.5
East Tennessee St.,L, 94_90 OT,-4.3
Western Carolina,L, 76_71 ,1.5
UNC Greensboro,L, 82_77 OT,-0.3
VMI,W, 73_67 ,5
Chattanooga,L, 77_66 ,-6
VMI,W, 92_85 OT,1.9
Chattanooga,L, 59_54 ,2.3
