Opponent,Results,Score,PlusMinus
North Carolina,L, 91_67 ,-6.6
Minnesota,W, 75_70 ,1.7
Butler,L, 74_69 ,-0.7
Utah,L, 74_68 ,-4.7
Delaware,W, 69_50 ,7
Fairleigh Dickinson,W, 79_70 ,9.1
Wisconsin,L, 76_60 ,-9.6
Penn,W, 77_73 ,5.4
Saint Joseph's,L, 66_65 OT,-1
Delaware St.,W, 78_63 ,4.2
Cincinnati,W, 77_70 ,0.5
Houston,L, 77_50 ,-12.1
Connecticut,W, 55_53 ,0.8
East Carolina,W, 78_60 ,-0.3
Memphis,L, 67_65 ,3.6
Cincinnati,W, 67_65 2OT,2
La Salle,W, 62_49 ,7.6
SMU,W, 89_80 ,5.4
East Carolina,L, 64_61 ,1.1
South Florida,W, 70_63 ,5.4
Tulsa,W, 83_79 OT,-2.1
UCF,W, 62_60 ,1.1
Connecticut,W, 63_58 ,-3.3
South Florida,W, 77_65 ,9.7
Villanova,L, 83_67 ,-11.1
Houston,W, 69_66 ,1.9
Tulsa,L, 74_55 ,-2.3
UCF,W, 63_61 ,0.8
Memphis,W, 72_62 ,7.6
Tulane,W, 64_56 ,9.5
South Florida,W, 79_62 ,10.7
Connecticut,L, 77_62 ,-6.2
Iowa,L, 72_70 OT,-4.5
