Opponent,Results,Score,PlusMinus
Samford,W, 86_45 ,15.1
Hartford,W, 87_52 ,12.8
North Florida,W, 89_61 ,5.2
St. Francis NY,W, 85_41 ,16
Saint Louis,W, 77_57 ,4
Michigan St.,L, 71_67 ,3.9
Grand Canyon,W, 111_63 ,24
Eastern Michigan,W, 86_53 ,12.8
Kennesaw St.,W, 94_57 ,17.6
Western Kentucky,W, 78_56 ,10.1
UMKC,W, 75_47 ,13.2
Utah Valley,W, 98_68 ,20.5
Kentucky,L, 75_73 ,-5.1
Wake Forest,W, 65_57 ,4.8
North Carolina St.,W, 77_72 ,6.3
Clemson,L, 66_62 ,-4.1
Pittsburgh,W, 59_41 ,5.3
Florida St.,W, 84_65 ,10.9
Georgia Tech,W, 75_71 ,-0.4
Virginia Tech,W, 91_83 ,3
Virginia,L, 63_47 ,-12.9
North Carolina,W, 71_65 ,1.1
Boston College,W, 79_47 ,13.5
Duke,L, 72_65 ,-5.1
Notre Dame,L, 71_66 ,2.8
Syracuse,W, 72_58 ,1.3
Duke,W, 71_64 ,-2.8
Pittsburgh,W, 67_60 ,-0.9
Miami FL,L, 73_65 ,0.7
Georgia Tech,W, 56_53 ,2.3
Virginia,L, 68_46 ,-11
