Opponent,Results,Score,PlusMinus
Nevada,L, 73_56 ,-1.3
Hawaii,L, 74_63 ,-11.2
College of Charleston,W, 67_61 ,-0.2
Campbell,L, 79_73 ,3.9
Auburn,L, 81_78 ,-8
Radford,W, 63_58 ,3.7
Wofford,W, 71_63 ,10
Wake Forest,L, 83_77 ,-7.7
Alabama St.,W, 68_65 ,-0.9
Gardner Webb,L, 65_61 ,0.1
Winthrop,W, 82_63 ,11
Liberty,L, 62_61 ,4.3
Longwood,L, 76_61 ,-6.5
Presbyterian,W, 87_58 ,24.8
High Point,W, 71_68 ,6.6
Charleston Southern,W, 78_63 ,13.2
UNC Asheville,W, 68_66 OT,4.3
Campbell,W, 97_68 ,7.5
Presbyterian,W, 69_66 ,4.7
Radford,W, 72_60 ,4.3
High Point,L, 68_67 ,-4.2
Gardner Webb,W, 78_71 ,1.4
Winthrop,L, 79_67 ,-4.3
Charleston Southern,W, 68_60 ,0.5
UNC Asheville,W, 81_79 ,5.6
Gardner Webb,L, 69_65 ,5.3
Mercer,W, 65_57 ,0.7
New Hampshire,W, 71_62 ,1.9
Grand Canyon,W, 60_58 ,-1.3
UC Irvine,L, 66_47 ,-7.5
