Opponent,Results,Score,PlusMinus
Kennesaw St.,W, 77_64 ,11.1
Dayton,L, 80_48 ,-10.5
Louisiana Lafayette,W, 105_93 ,11.9
Xavier,L, 64_45 ,-4.7
Wichita St.,W, 64_60 ,-1
Notre Dame,W, 74_73 ,2.5
Southern Miss,W, 58_55 ,2.4
Clemson,W, 51_50 ,4.8
Winthrop,W, 72_60 ,6.8
Oregon,L, 72_68 ,2.3
Jacksonville St.,W, 67_59 OT,2.2
Norfolk St.,W, 68_49 ,7.6
Mississippi,L, 74_66 ,-1.9
Kentucky,L, 77_61 ,-8.1
South Carolina,W, 73_50 ,13
Vanderbilt,L, 71_63 ,-5.4
Auburn,L, 83_77 ,-2.6
LSU,L, 72_70 ,0.1
Tennessee,W, 63_57 ,-4.7
South Carolina,L, 78_64 ,-6.6
Mississippi St.,W, 82_80 OT,2.3
Missouri,W, 80_71 ,10.5
Texas A&M,W, 63_62 ,1.6
Florida,W, 61_55 ,0.9
LSU,W, 76_69 ,-0.9
Mississippi St.,L, 67_61 ,-2.7
Kentucky,L, 78_53 ,-9.7
Auburn,W, 65_57 ,1.5
Arkansas,L, 62_61 ,-0.5
Georgia,L, 70_63 ,-1.5
Mississippi,W, 81_73 ,3.9
Kentucky,L, 85_59 ,-8
Creighton,L, 72_54 ,-7.7
