Opponent,Results,Score,PlusMinus
Delaware,L, 62_56 ,3.6
Penn,L, 60_54 ,-1
Nebraska,L, 75_60 ,-8.7
Lamar,L, 77_66 ,-9.4
UC Riverside,L, 81_55 ,-10.1
Fresno St.,L, 80_59 ,-5
San Francisco,L, 67_47 ,-2.9
Old Dominion,L, 82_38 ,-20.9
Michigan,L, 80_33 ,-17.4
Grand Canyon,L, 88_59 ,-12
Temple,L, 78_63 ,-4.2
Utah,L, 105_58 ,-20.7
TCU,L, 75_47 ,-7.1
Morgan St.,L, 63_58 ,-9.8
South Carolina St.,L, 90_79 ,-10.2
Savannah St.,L, 64_47 ,-12.7
Howard,L, 71_67 ,-
North Carolina A&T,W, 57_55 ,9
North Carolina Central,W, 71_60 ,-1
South Carolina St.,L, 56_41 ,-6
Bethune Cookman,L, 85_56 ,-15.2
Florida A&M,L, 96_95 2OT,-2.2
Maryland Eastern Shore,W, 75_71 ,-4
Coppin St.,W, 71_67 ,3.5
Norfolk St.,W, 67_64 ,-3.8
Hampton,L, 82_72 ,-11.5
Maryland Eastern Shore,L, 74_65 ,-7.9
Hampton,L, 79_65 ,-1.7
Coppin St.,L, 72_62 ,-11.3
Savannah St.,L, 63_58 ,4.3
