Opponent,Results,Score,PlusMinus
Nebraska Omaha,W, 60_59 ,3.2
California,L, 85_67 ,-12.6
Oregon St.,L, 71_59 ,-8
San Francisco,W, 68_61 ,15.5
Arizona St.,L, 70_68 ,2.7
USC,L, 75_63 ,-2.5
South Dakota St.,L, 86_68 ,-7.6
Vermont,L, 75_68 ,-6.2
Akron,L, 84_70 ,-4.7
Iona,W, 80_76 ,4.4
Washington,W, 83_78 ,4.5
Seattle,W, 88_50 ,12.4
Hawaii,L, 65_57 ,-2
Cal Poly,W, 76_73 ,4
UC Irvine,L, 61_52 ,2.8
Long Beach St.,L, 77_67 ,-9.1
Cal St. Northridge,W, 74_61 ,6.3
Long Beach St.,L, 80_70 OT,-9.1
UC Irvine,W, 76_60 ,1.3
Hawaii,L, 76_64 ,-2.2
Cal St. Fullerton,W, 81_68 ,1.9
UC Davis,W, 72_66 ,4.8
UC Riverside,W, 65_55 ,6.5
UC Davis,W, 62_55 ,8.2
Cal St. Northridge,W, 78_63 ,20.7
Cal St. Fullerton,W, 80_62 ,11.7
UC Riverside,W, 81_55 ,8.8
Cal Poly,W, 69_50 ,5.9
UC Davis,W, 87_61 ,14.1
Hawaii,L, 88_76 ,-8.8
Northern Illinois,W, 70_63 ,-3.9
Old Dominion,L, 64_49 ,-5.8
