Opponent,Results,Score,PlusMinus
Purdue,L, 81_40 ,-16.6
Florida,L, 104_54 ,-21.1
Buffalo,L, 86_68 ,-6.8
Niagara,L, 73_72 ,-1.9
Virginia Tech,L, 90_60 ,-12.3
North Dakota St.,L, 77_56 ,-0.1
Northern Kentucky,W, 74_63 ,2.1
UNC Greensboro,W, 77_68 ,9.4
Howard,W, 66_63 ,-1.9
Maryland Eastern Shore,W, 80_74 ,7.9
East Carolina,L, 71_60 ,-2.7
Grambling St.,W, 61_47 ,2.5
Toledo,L, 95_62 ,-12.3
Kent St.,L, 61_60 ,-3.2
USC Upstate,L, 78_68 ,-5.4
Savannah St.,L, 75_68 ,-3.1
South Carolina St.,L, 92_85 ,-7.4
Hampton,L, 79_62 ,-6.3
Norfolk St.,L, 75_68 ,2
Delaware St.,L, 57_55 ,-9
Coppin St.,L, 73_68 ,-2.6
Savannah St.,W, 63_62 ,0.5
Charlotte,L, 92_72 ,-14.3
North Carolina Central,W, 67_63 OT,1
Florida A&M,W, 75_68 ,6.3
Bethune Cookman,L, 83_77 OT,0.5
Morgan St.,L, 72_51 ,-8.8
Florida A&M,W, 77_70 OT,0
Bethune Cookman,L, 62_52 ,-6.1
North Carolina Central,W, 93_87 ,2.3
Coppin St.,L, 98_91 2OT,-0.9
