Opponent,Results,Score,PlusMinus
DePaul,L, 69_63 ,1.6
San Diego,W, 74_62 ,2.4
UNC Wilmington,L, 80_76 ,1.3
Stephen F. Austin,L, 79_71 ,-7.1
Liberty,W, 68_58 ,4.6
Mercer,L, 68_65 ,-7.3
James Madison,L, 63_57 ,-1.4
Northeastern,W, 87_86 OT,-1.6
IPFW,L, 89_86 OT,1.6
Vanderbilt,L, 86_61 ,-10
Jacksonville,W, 76_72 ,-0
Kent St.,L, 87_84 OT,-2.8
Akron,L, 62_53 ,-7.7
Ball St.,L, 74_64 ,-8.1
Northern Illinois,W, 83_69 ,11.6
Ohio,L, 82_64 ,-2.1
Buffalo,W, 91_71 ,15.5
Bowling Green,L, 79_78 ,2.9
Eastern Michigan,W, 94_86 ,9.7
Toledo,L, 89_62 ,-16
Ball St.,L, 75_71 OT,0.1
Miami OH,L, 45_44 ,-1.8
Bowling Green,W, 74_68 ,8.1
Kent St.,L, 85_78 OT,-4.7
Central Michigan,W, 92_85 ,-0.8
Eastern Michigan,L, 73_62 ,-3
Northern Illinois,L, 76_67 ,-12.3
Toledo,W, 70_64 ,-2.6
Central Michigan,W, 91_82 OT,-3.1
Northern Illinois,L, 56_50 ,-3.2
