Opponent,Results,Score,PlusMinus
Bradley,L, 54_53 ,0.7
Eastern Illinois,W, 73_56 ,4.5
Eastern Kentucky,L, 89_81 ,1.1
Longwood,W, 78_67 ,1.9
South Carolina St.,W, 72_60 ,7.2
Valparaiso,W, 69_66 ,5.4
IUPUI,W, 61_58 ,5.2
New Orleans,W, 66_52 ,2.3
Pepperdine,L, 72_63 ,-4.1
Indiana St.,L, 73_61 ,-6.2
Alabama A&M,W, 63_62 ,-2.3
Chicago St.,W, 73_48 ,8.6
Toledo,W, 87_69 ,6.7
Ohio,L, 79_73 ,-2.4
Western Michigan,W, 74_64 ,8.1
Miami OH,W, 48_46 ,-6.9
Kent St.,L, 76_68 ,-7
Eastern Michigan,W, 88_87 2OT,1.2
Buffalo,L, 76_64 ,-4.1
Akron,L, 73_64 ,-4.5
Bowling Green,W, 72_64 ,-2.4
Western Michigan,W, 75_71 OT,-0.1
Ohio,L, 72_69 ,0.5
Central Michigan,W, 75_63 ,1.3
Miami OH,W, 73_56 ,5.2
Northern Illinois,W, 63_59 ,3.8
Toledo,L, 77_67 ,-5.6
Eastern Michigan,W, 115_79 ,17.5
Central Michigan,L, 65_57 ,-4.3
Northern Illinois,L, 80_69 ,-6.6
Miami OH,L, 49_47 ,-3.7
Tennessee St.,W, 78_73 2OT,-5.6
Tennessee Martin,W, 83_80 OT,-5.8
Columbia,L, 69_67 ,0
