Opponent,Results,Score,PlusMinus
Cal St. Northridge,W, 83_71 ,4.3
South Dakota,W, 72_65 ,-0.9
Wright St.,W, 65_59 ,-2.2
Idaho,W, 66_59 ,1.9
Chicago St.,W, 80_58 ,13.5
Missouri,L, 78_71 ,-5.4
Ohio St.,L, 67_54 ,-3.1
FIU,W, 78_75 2OT,0.2
Illinois Chicago,W, 70_65 ,7.6
Ohio,W, 80_69 ,1.3
Eastern Michigan,W, 80_63 ,3.8
Toledo,W, 71_66 ,0.8
Western Michigan,L, 83_69 ,-11.6
Central Michigan,W, 75_70 ,-1.7
Toledo,W, 58_49 ,1.4
Akron,L, 76_66 ,-1.2
Miami OH,L, 72_59 ,-5.1
Buffalo,L, 90_78 ,-12
Ohio,L, 80_69 ,-5.4
Kent St.,L, 75_74 ,-3.5
Akron,W, 80_79 ,-1.3
Bowling Green,W, 71_60 ,9.5
Ball St.,L, 63_59 ,-3.8
Central Michigan,L, 76_64 ,-6.1
Western Michigan,W, 76_67 ,12.3
Eastern Michigan,L, 75_71 ,0.7
Ball St.,W, 80_69 ,6.6
Western Michigan,W, 56_50 ,3.2
Ohio,L, 79_62 ,-10.1
UC Santa Barbara,L, 70_63 ,3.9
