Opponent,Results,Score,PlusMinus
Valparaiso,L, 78_64 ,-4.3
Austin Peay,W, 80_77 ,2.5
SIU Edwardsville,W, 87_67 ,12.9
Miami OH,W, 57_53 ,-0.4
Jacksonville,W, 71_63 ,1.6
UNC Greensboro,W, 64_58 ,5.3
Navy,L, 75_53 ,-7.2
Cal Poly,W, 75_73 ,1.8
Utah,L, 96_79 ,-5.6
Indiana,L, 90_65 ,-10
Austin Peay,W, 85_68 ,1.2
Stetson,W, 95_89 ,1.3
Western Michigan,W, 89_86 OT,-1.6
Oral Roberts,W, 90_84 ,2.9
South Dakota,W, 85_65 ,10.7
Denver,W, 65_64 ,3.2
South Dakota St.,L, 92_76 ,-4
Nebraska Omaha,W, 106_101 OT,7.7
North Dakota St.,W, 79_74 ,-0.2
IUPUI,L, 84_82 ,-5
Oral Roberts,W, 68_63 ,-3.6
Western Illinois,W, 88_67 ,10.2
South Dakota,W, 95_82 ,7
North Dakota St.,L, 62_46 ,-9.2
Denver,W, 88_84 ,4.4
South Dakota St.,W, 91_79 ,1.3
Nebraska Omaha,W, 94_90 ,8
Western Illinois,W, 87_75 ,7.2
IUPUI,L, 80_77 ,-1.4
South Dakota,W, 86_70 ,8.6
North Dakota St.,L, 69_68 ,10.5
San Diego St.,L, 79_55 ,-13.2
