Opponent,Results,Score,PlusMinus
Northeastern,L, 87_84 OT,-2.5
Albany,W, 69_64 ,-3
NJIT,L, 90_76 ,-3
South Florida,W, 78_66 ,3
Kentucky,L, 82_62 ,-7.3
Binghamton,W, 75_65 ,6.3
Massachusetts,L, 99_69 ,-18.6
Harvard,L, 75_69 ,-9.7
UMass Lowell,W, 80_60 ,15.3
Quinnipiac,W, 64_57 ,-0.1
Canisius,L, 84_68 ,-11.4
New Hampshire,W, 78_74 ,3.9
Holy Cross,L, 80_64 ,-2.1
Lehigh,L, 81_73 ,-5.5
Navy,L, 83_67 ,-4.4
Lafayette,W, 68_47 ,13
American,W, 61_50 ,5.4
Loyola MD,W, 87_84 OT,-0.8
Colgate,L, 85_78 ,-3.2
Bucknell,L, 74_71 ,5
Army,W, 76_67 ,2.1
Lehigh,W, 75_73 ,-0.5
Navy,W, 83_72 ,8
Lafayette,W, 89_82 OT,4.8
American,W, 71_51 ,6.9
Loyola MD,W, 73_65 ,8.7
Colgate,W, 71_68 ,-0.1
Bucknell,L, 80_59 ,-5.9
Army,L, 80_71 ,-3.1
Holy Cross,W, 83_68 ,9.1
American,L, 69_64 ,-4.4
Fordham,W, 69_66 ,0.6
NJIT,L, 83_72 ,-11.8
