Opponent,Results,Score,PlusMinus
SIU Edwardsville,L, 79_70 ,-1.3
Savannah St.,L, 76_75 ,1.3
Jackson St.,W, 78_69 ,1.9
Oregon,L, 91_68 ,-10.3
Baylor,L, 94_72 ,-13.9
Missouri,L, 88_78 ,-14.3
North Dakota St.,L, 74_73 ,5.2
Tennessee Martin,L, 74_70 ,-3.1
Central Arkansas,W, 77_67 ,2.3
Troy,W, 84_81 ,-4.5
South Alabama,W, 89_67 ,9.6
Louisiana Monroe,W, 68_65 OT,-0.2
Louisiana Lafayette,W, 71_69 ,-3
Appalachian St.,L, 86_72 ,-14.3
Arkansas Little Rock,W, 76_73 ,7.3
UT Arlington,L, 91_64 ,-11.1
Texas St.,L, 78_68 ,-7.9
Georgia St.,W, 75_69 OT,-3.3
Georgia Southern,L, 71_66 ,-0.7
South Alabama,W, 79_73 OT,1.2
Troy,L, 71_70 ,-4.7
Louisiana Lafayette,L, 83_73 ,1.2
Louisiana Monroe,L, 78_73 OT,-2.9
Georgia Southern,L, 90_59 ,-18.5
Georgia St.,L, 69_61 ,-0.9
Texas St.,L, 71_60 ,-2.6
UT Arlington,L, 79_75 ,-2
Arkansas Little Rock,L, 89_80 ,-7
Appalachian St.,L, 80_73 ,0.7
