Opponent,Results,Score,PlusMinus
Tulsa,W, 74_68 ,2.5
Kansas St.,L, 71_63 ,-2
Texas St.,W, 82_65 ,6.4
Saint Louis,L, 72_55 ,-0.6
Wisconsin,L, 76_67 ,-9.9
Georgia Southern,W, 67_65 ,4.3
Bowling Green,W, 63_56 ,-1.3
Wichita St.,L, 71_58 ,-1.6
Missouri St.,L, 70_67 ,-1.1
Akron,L, 74_64 ,-4
Baylor,L, 81_55 ,-8.1
Houston Baptist,W, 88_55 ,3.7
Texas A&M Corpus Chris,L, 71_64 ,-4.6
Central Arkansas,W, 93_80 ,13.2
Abilene Christian,W, 82_59 ,2.3
Incarnate Word,W, 79_77 ,4.5
Stephen F. Austin,L, 72_69 ,-0.8
Northwestern St.,L, 87_83 ,-2.9
Nicholls St.,L, 73_72 OT,4.6
McNeese St.,L, 79_68 ,0.1
New Orleans,W, 79_59 ,12
Southeastern Louisiana,W, 71_54 ,11.5
Houston Baptist,W, 80_66 ,10.5
Texas A&M Corpus Chris,L, 74_72 OT,1.2
Central Arkansas,W, 63_50 ,6.4
Lamar,W, 75_67 ,3.2
Sam Houston St.,W, 80_73 ,-2.3
Stephen F. Austin,L, 83_72 ,-5.7
Northwestern St.,L, 88_82 ,-2.3
McNeese St.,W, 66_62 ,6.3
Sam Houston St.,L, 70_61 ,-5.4
