Opponent,Results,Score,PlusMinus
North Carolina St.,L, 98_77 ,-9.4
Campbell,L, 73_66 ,-10.1
Cincinnati,L, 77_49 ,-14.4
North Carolina Central,L, 76_70 OT,-7.8
Georgia,L, 71_53 ,-5
Charlotte,L, 77_59 ,-9.6
Winthrop,L, 80_72 ,-7.5
Presbyterian,L, 74_69 ,-2.1
Duquesne,L, 79_55 ,-16.8
Elon,L, 75_66 ,-9.6
UNC Greensboro,L, 66_60 ,-3.6
Davidson,L, 78_66 ,-2
Chattanooga,L, 80_70 ,-5
Georgia Southern,W, 81_68 ,3.6
The Citadel,W, 80_67 ,5
UNC Greensboro,L, 66_61 ,5.1
Elon,L, 83_76 ,-9.2
The Citadel,W, 54_45 ,1.8
Western Carolina,L, 84_75 OT,-1.7
Samford,W, 74_68 ,0.6
Wofford,L, 64_58 ,-0.5
Western Carolina,L, 74_61 ,-6.6
Furman,L, 68_53 ,-6.4
Samford,W, 63_57 ,-0.5
Chattanooga,L, 63_44 ,-6.7
Samford,L, 70_56 ,-4
