Opponent,Results,Score,PlusMinus
UCLA,L, 72_67 ,-6.4
Illinois St.,W, 78_70 ,4.5
Elon,W, 71_64 ,7.3
Rutgers,W, 70_59 ,4.2
Arizona,L, 66_62 ,5.1
Alabama,W, 85_83 3OT,3
Cleveland St.,W, 85_82 3OT,3
Tennessee St.,W, 75_61 ,8.4
Davidson,W, 72_58 ,7.8
Saint Joseph's,L, 75_55 ,-0.4
St. Francis PA,W, 59_49 ,4.6
Buffalo,L, 55_52 ,1.3
Southern Miss,L, 66_49 ,-5.9
William & Mary,L, 85_73 ,-9.2
Northeastern,W, 93_88 2OT,1.7
Towson,L, 80_68 ,-7
UNC Wilmington,W, 79_63 ,-2.9
Delaware,L, 90_77 ,-10.2
William & Mary,L, 68_66 ,1.8
Hofstra,W, 77_74 ,3.4
Towson,L, 75_73 ,-2
UNC Wilmington,W, 61_50 ,3.3
James Madison,W, 78_60 ,6.2
College of Charleston,L, 47_46 ,-0.1
Hofstra,W, 74_63 ,5.8
James Madison,L, 63_61 OT,1.6
Delaware,W, 69_65 ,0.4
College of Charleston,W, 56_45 ,-1
Northeastern,L, 54_52 ,1.6
Northeastern,L, 90_81 ,-8.3
