Opponent,Results,Score,PlusMinus
Longwood,W, 82_44 ,16.6
Baylor,L, 66_64 ,0.6
Clemson,L, 71_57 ,-7.3
FIU,W, 84_72 ,1.4
Oklahoma St.,L, 79_52 ,-18.5
Manhattan,L, 86_68 ,-6.7
USC Upstate,L, 74_68 ,3.8
Saint Mary's,W, 78_71 ,4.7
Boise St.,L, 80_54 ,-11.3
Akron,W, 69_59 ,-1
Akron,W, 78_45 ,8
Marshall,W, 92_65 ,7.9
South Carolina St.,W, 82_75 ,6.8
Florida,L, 74_58 ,-12.5
LSU,L, 71_68 ,-3.1
Texas A&M,L, 75_67 ,2.8
Mississippi,L, 75_74 ,0.7
Georgia,L, 97_76 ,-12
Missouri,L, 82_74 ,-11.7
Texas A&M,W, 80_52 ,12.9
Mississippi,L, 75_71 ,3.2
Auburn,L, 79_74 ,-4.4
Tennessee,L, 72_53 ,-15.7
Vanderbilt,W, 65_59 ,3.9
Alabama,W, 67_66 ,3.8
Arkansas,L, 71_64 ,-4.3
Georgia,L, 73_56 ,-5.4
Auburn,L, 83_67 ,-9.8
Kentucky,W, 72_67 ,4.2
Florida,L, 72_46 ,-5.3
Mississippi St.,W, 74_62 ,5.1
Auburn,W, 74_56 ,7.8
Arkansas,W, 71_69 ,0
Tennessee,L, 59_44 ,-10.1
