Opponent,Results,Score,PlusMinus
Boston College,W, 95_92 ,-4.8
Florida A&M,W, 79_69 ,1
Stony Brook,W, 103_99 ,4.8
Detroit,W, 80_78 ,-9.8
Florida Atlantic,W, 94_74 ,9.2
Detroit,W, 91_75 ,12.9
Robert Morris,W, 80_77 ,0.7
Sam Houston St.,W, 77_61 ,1.3
Arkansas St.,W, 78_65 ,3
Cleveland St.,W, 71_67 ,4.4
Coppin St.,W, 85_66 ,12.9
Kansas,L, 93_83 ,-5.6
Western Michigan,L, 87_76 ,-10.8
Central Michigan,W, 86_71 ,6.9
Buffalo,W, 67_65 ,-4.2
Akron,W, 75_61 ,7.1
Northern Illinois,W, 77_68 ,5
Kent St.,W, 81_78 ,-0.8
Miami OH,W, 83_70 ,6.8
Ohio,L, 95_90 OT,-0.8
Bowling Green,W, 83_76 ,7.8
Ball St.,W, 80_73 ,5.7
Ohio,W, 82_76 ,3.6
Eastern Michigan,L, 65_44 ,-4.3
Bowling Green,W, 60_58 ,8.5
Ball St.,W, 85_74 ,4
Northern Illinois,L, 74_66 ,-2.6
Western Michigan,W, 96_85 OT,-6.1
Central Michigan,W, 73_69 ,4.9
Eastern Michigan,W, 77_66 ,2.3
Eastern Michigan,W, 59_44 ,3.7
Western Michigan,L, 98_77 ,-6.1
Southern Miss,L, 66_59 ,-5.6
