Opponent,Results,Score,PlusMinus
Dayton,L, 81_80 ,-3.1
Texas A&M Corpus Chris,L, 72_71 ,1.6
UT Rio Grande Valley,W, 66_60 ,4.6
Tennessee Tech,W, 69_66 ,6.4
Kennesaw St.,W, 76_66 ,11
Eastern Illinois,W, 71_65 ,2.6
Illinois,L, 57_55 ,1.2
Miami OH,L, 94_87 ,6.6
Dartmouth,W, 80_64 ,11.5
Bradley,W, 65_61 ,2.3
SIU Edwardsville,W, 95_75 ,7.3
Eastern Illinois,W, 86_65 ,14.2
Eastern Kentucky,L, 90_68 ,-6.4
Bowling Green,W, 65_60 ,6.8
North Dakota St.,W, 82_71 ,6.7
South Dakota St.,W, 82_75 ,3.3
Denver,W, 67_64 ,1.5
South Dakota,L, 75_61 ,-8.6
IUPUI,W, 90_75 ,12.1
Nebraska Omaha,W, 86_82 ,-4.3
Western Illinois,W, 77_64 ,4.9
South Dakota St.,L, 79_51 ,-12.1
North Dakota St.,L, 69_58 ,-7.9
South Dakota,W, 75_69 ,7.1
Denver,L, 73_62 ,-4.3
IUPUI,W, 84_60 ,11
Western Illinois,W, 65_56 ,3.7
Nebraska Omaha,W, 96_95 OT,-2.5
IUPUI,W, 85_47 ,12.1
South Dakota St.,W, 64_60 ,3.3
North Dakota St.,L, 60_57 ,2.3
Akron,W, 97_91 ,0.8
VMI,L, 106_95 ,-6.2
