Opponent,Results,Score,PlusMinus
Abilene Christian,W, 94_75 ,19.9
New Hampshire,L, 84_81 ,-1.9
West Virginia,L, 96_83 ,-5.2
Albany,W, 70_59 ,5
Pittsburgh,L, 84_67 ,-4.8
UMBC,W, 94_88 ,7.2
Penn St.,L, 68_59 ,-7.6
Robert Morris,L, 67_63 ,-6
St. Francis PA,W, 78_71 ,-2
UMass Lowell,W, 95_77 ,15.7
UT Rio Grande Valley,W, 88_69 ,10.7
Appalachian St.,W, 79_55 ,16.8
Fordham,W, 87_81 ,8.5
La Salle,L, 75_56 ,-4.8
Saint Joseph's,L, 84_75 ,-23.2
VCU,L, 80_65 ,-2.6
Saint Louis,L, 76_72 ,1.6
St. Bonaventure,W, 83_81 ,-1.9
NJIT,W, 71_64 ,-4.6
La Salle,L, 71_63 ,-4
George Washington,L, 71_57 ,-9.7
George Mason,L, 74_68 ,-4.5
Richmond,L, 75_58 ,-12.4
Rhode Island,W, 83_71 ,4.4
St. Bonaventure,L, 71_67 ,-2.7
Dayton,L, 57_54 ,8.4
Saint Louis,W, 71_64 ,1.3
Massachusetts,L, 78_74 ,1.5
George Mason,W, 81_69 ,5.6
Richmond,L, 76_64 ,-9.9
