Opponent,Results,Score,PlusMinus
Illinois,L, 80_63 ,-9.5
Bradley,L, 85_59 ,-11.7
Jacksonville St.,W, 84_73 ,6.8
Chicago St.,W, 79_75 ,4.4
Troy,L, 85_69 ,-6.6
Western Illinois,W, 59_52 ,1.7
Tulane,L, 84_66 ,-9.1
Milwaukee,L, 67_54 ,-11.6
Grambling St.,W, 68_51 ,5.6
Jackson St.,L, 70_68 ,0
Mississippi Valley St.,W, 93_62 ,9
Arkansas Pine Bluff,W, 77_64 ,-3
Alabama A&M,W, 67_58 OT,-2
Alcorn St.,W, 58_54 ,-0.4
Southern,L, 68_55 ,-8.7
Prairie View A&M,W, 76_63 ,0.3
Texas Southern,W, 79_73 OT,-3.7
Mississippi Valley St.,W, 75_70 ,-3.1
Arkansas Pine Bluff,L, 76_71 ,-4.5
Alabama A&M,L, 68_65 OT,2.3
Alcorn St.,W, 92_86 ,8.3
Southern,L, 87_64 ,-14.3
Texas Southern,L, 86_66 ,-16.6
Prairie View A&M,W, 90_87 OT,-0.1
Grambling St.,W, 68_66 ,1.9
Jackson St.,W, 67_63 ,-0.5
Alcorn St.,W, 64_51 ,-0.9
Texas Southern,L, 73_61 ,-7.9
Sam Houston St.,L, 71_49 ,-7.2
