Opponent,Results,Score,PlusMinus
Oklahoma St.,L, 97_63 ,-11.2
Air Force,L, 67_64 ,5.3
SMU,L, 87_61 ,-5.3
Texas A&M,L, 88_55 ,-10.2
Sam Houston St.,L, 75_49 ,-5.5
Hampton,L, 72_65 ,1.2
Oregon St.,L, 77_63 ,-8.1
Creighton,L, 88_51 ,-15.4
Iowa,L, 86_61 ,-27.5
Auburn,L, 91_59 ,-22.4
Mississippi Valley St.,W, 78_73 ,4.6
Alabama A&M,W, 72_64 ,5.5
Alabama St.,L, 77_64 ,3
Southern,L, 60_56 ,-5.5
Alcorn St.,L, 71_45 ,-10.1
Prairie View A&M,L, 71_62 ,-7
Texas Southern,L, 72_71 ,0.8
Grambling St.,W, 66_64 ,1.3
Jackson St.,W, 70_69 ,9.1
Alabama A&M,W, 64_61 ,0.2
Alabama St.,W, 76_71 ,4.5
Southern,W, 64_58 ,3.7
Alcorn St.,L, 57_54 ,-3.3
Prairie View A&M,W, 76_61 ,10.5
Texas Southern,L, 65_55 ,-
Grambling St.,W, 61_52 ,-0.3
Jackson St.,W, 66_59 ,2.2
Mississippi Valley St.,W, 83_68 ,9.2
Alabama A&M,L, 69_50 ,-10.5
