Opponent,Results,Score,PlusMinus
Hofstra,L, 80_58 ,-13.7
Hartford,L, 74_60 ,1.1
Arizona,L, 100_50 ,-20.7
Saint Peter's,L, 67_63 ,-1.7
Norfolk St.,L, 70_62 ,-11.5
Rutgers,W, 73_72 ,-0.6
Seton Hall,W, 58_54 ,2.7
Stony Brook,L, 77_62 ,-6.7
Princeton,L, 77_55 ,-8.2
Iowa,L, 92_59 ,-15.6
Columbia,L, 82_59 ,-12.5
Hofstra,W, 86_67 ,11
Mount St. Mary's,W, 85_79 ,-0.5
Sacred Heart,L, 71_67 ,3.4
LIU Brooklyn,W, 89_67 ,9.4
Bryant,L, 95_68 ,-11.1
St. Francis NY,W, 86_85 ,0.1
Central Connecticut,W, 86_73 ,13.6
Mount St. Mary's,L, 87_82 OT,1.5
St. Francis PA,L, 83_75 ,-13.1
Wagner,L, 75_68 ,-7.7
Central Connecticut,L, 91_86 OT,2.5
St. Francis PA,L, 89_82 ,-7
Bryant,W, 63_52 ,2.2
Sacred Heart,W, 73_66 ,2.9
Wagner,L, 67_64 ,2
Robert Morris,L, 69_64 ,4.3
St. Francis NY,L, 79_56 ,-16.1
Robert Morris,L, 60_53 ,-3.3
