Opponent,Results,Score,PlusMinus
Loyola Marymount,L, 78_75 ,-4.7
San Diego,L, 70_59 ,-6.7
Utah,L, 79_54 ,-13.4
Savannah St.,W, 72_71 ,2.2
Lamar,W, 78_69 ,8.1
Northern Arizona,L, 63_61 ,1.2
Tulsa,L, 66_65 ,2.7
New Mexico,L, 80_68 ,-14.7
Chattanooga,L, 69_64 ,-6.4
Middle Tennessee,L, 79_56 ,-14.8
UT Rio Grande Valley,W, 91_85 ,5.8
New Mexico St.,L, 84_62 ,-10.9
Cal St. Bakersfield,W, 66_63 ,-2.6
Utah Valley,L, 65_58 ,-0.5
Idaho,W, 86_73 ,5.7
Seattle,W, 71_63 ,6.2
Chicago St.,W, 76_75 ,6
UMKC,W, 72_53 ,6.1
Utah Valley,L, 79_68 ,-3.5
Cal St. Bakersfield,W, 79_70 ,-5
Seattle,W, 74_73 ,0.6
Idaho,L, 83_77 ,-3.8
UMKC,L, 85_80 ,2
Chicago St.,W, 84_74 ,6.1
New Mexico St.,L, 81_57 ,-7.7
UT Rio Grande Valley,W, 79_78 OT,-0.8
Pacific,L, 69_67 ,2.9
