Opponent,Results,Score,PlusMinus
West Virginia,L, 77_62 ,-8.6
Villanova,L, 90_59 ,-16.2
BYU,L, 108_76 ,-15.2
UMBC,L, 90_84 OT,10.5
Maryland Eastern Shore,L, 78_71 ,-2.6
American,W, 68_64 ,4.9
Bucknell,W, 69_64 ,6.3
Michigan St.,L, 98_65 ,-10.6
Binghamton,L, 74_70 ,-6.6
Loyola MD,W, 70_58 ,3.2
Penn St.,L, 92_82 ,1.1
Texas Tech,L, 100_69 ,-19.6
Norfolk St.,W, 104_84 ,13.5
Fairleigh Dickinson,L, 85_79 ,0.5
St. Francis NY,W, 88_82 ,7.7
Wagner,W, 89_80 ,5.3
Robert Morris,L, 77_69 ,-1.2
St. Francis PA,W, 83_77 ,2.6
LIU Brooklyn,L, 75_71 ,-3.9
Fairleigh Dickinson,W, 87_82 OT,-1.5
LIU Brooklyn,W, 95_92 ,4.2
Sacred Heart,W, 73_60 ,2.4
Bryant,L, 78_75 ,-3.9
Robert Morris,L, 69_61 ,-4.3
Central Connecticut,W, 87_76 ,-4.2
Wagner,L, 71_66 ,-2.2
Bryant,W, 88_73 ,12.5
Sacred Heart,L, 72_65 ,0.3
St. Francis PA,W, 78_55 ,14.8
St. Francis NY,W, 72_71 ,-9.8
Wagner,W, 77_72 ,2.3
Robert Morris,W, 88_71 ,11.8
Albany,L, 71_64 ,-4.3
