Opponent,Results,Score,PlusMinus
Old Dominion,L, 77_57 ,-7.2
Harvard,L, 76_44 ,-13.1
Pittsburgh,L, 84_52 ,-18.4
Houston,L, 75_62 ,-4.2
South Dakota St.,L, 77_65 ,-10.3
Texas Southern,L, 63_54 ,-5.6
William & Mary,L, 84_79 OT,-2.9
American,L, 76_53 ,-16.5
Morgan St.,L, 87_58 ,-10.4
UCF,L, 79_64 ,-2.9
Fordham,L, 79_60 ,-7.7
Delaware St.,W, 64_62 OT,-0.9
Liberty,L, 77_59 ,-12.2
USC,L, 82_60 ,-8.8
College of Charleston,L, 60_50 ,-9.2
Savannah St.,L, 56_54 ,0.1
Maryland Eastern Shore,W, 88_55 ,16.9
Florida A&M,W, 69_62 ,0.2
Bethune Cookman,L, 58_47 ,-0.6
North Carolina Central,L, 79_65 ,-12.1
North Carolina A&T,W, 68_60 ,-
Hampton,L, 63_47 ,-13.2
Norfolk St.,L, 75_49 ,-9.8
Maryland Eastern Shore,L, 87_73 ,6.3
Hampton,L, 81_78 ,-0.1
Norfolk St.,L, 66_60 ,-0.7
Delaware St.,W, 55_53 ,3.1
Coppin St.,L, 86_69 ,-9.9
Morgan St.,L, 68_66 OT,-2.2
North Carolina A&T,W, 53_47 ,2
North Carolina Central,L, 92_46 ,-20
