Opponent,Results,Score,PlusMinus
Virginia,L, 61_41 ,-12.7
Northern Illinois,W, 60_55 ,5.1
Milwaukee,L, 77_66 ,-4.4
San Jose St.,W, 79_66 ,9.3
Detroit,L, 71_67 ,-0.4
Valparaiso,L, 81_49 ,-9.3
Winthrop,L, 69_57 ,-5.9
Richmond,L, 68_53 ,-11.3
Sam Houston St.,L, 77_76 ,3.8
Stephen F. Austin,L, 70_57 ,-7.7
High Point,W, 84_69 ,-0.4
UNC Greensboro,L, 78_65 ,-0.8
Hampton,W, 55_49 ,2.2
Ball St.,W, 73_68 ,4.7
UNC Wilmington,W, 60_55 ,6.7
College of Charleston,L, 75_61 ,-4.6
Delaware,L, 78_74 ,0.8
Northeastern,L, 56_52 ,-7.5
William & Mary,L, 78_56 ,-11.1
College of Charleston,W, 58_56 ,-0.6
Northeastern,W, 49_46 ,1.5
William & Mary,L, 81_79 ,-7.2
Towson,L, 80_71 ,-9.1
Drexel,L, 78_60 ,-6.2
Hofstra,W, 59_53 ,5.9
Delaware,L, 81_65 ,-13.1
UNC Wilmington,W, 64_62 ,3.4
Drexel,W, 63_61 OT,-1.6
Towson,L, 69_66 ,2.6
Hofstra,L, 82_71 ,-1.1
Towson,L, 80_71 ,-8.3
