Opponent,Results,Score,PlusMinus
California,L, 77_50 ,-14.5
Stanford,L, 66_57 ,-1.8
Harvard,L, 68_60 ,-6.3
Pepperdine,L, 68_56 ,-12.9
Southern,W, 75_74 OT,0.4
Mercer,L, 64_63 OT,-0.3
Colorado St.,W, 80_70 ,2.3
Wyoming,W, 64_61 ,3.7
Belmont,W, 90_62 ,9.4
UC Irvine,L, 63_50 ,-4.1
Alcorn St.,W, 67_49 ,13.6
UTEP,L, 60_54 2OT,-4.7
St. Francis PA,W, 83_61 ,12.6
Saint Joseph's,L, 53_52 ,0.8
South Dakota,L, 59_54 ,-3.8
IPFW,L, 67_64 ,-1.5
IUPUI,W, 66_45 ,6.7
Nebraska Omaha,W, 74_60 ,9.6
Western Illinois,W, 67_55 ,8.2
South Dakota St.,L, 74_73 ,3.8
North Dakota St.,W, 67_63 ,6.5
South Dakota,W, 75_67 ,8.6
IUPUI,L, 59_49 ,-4.1
IPFW,W, 73_62 ,4.3
Western Illinois,W, 75_67 ,2
Nebraska Omaha,W, 72_60 ,6.3
South Dakota St.,L, 78_69 ,-3.9
North Dakota St.,L, 78_68 ,-5.5
South Dakota,W, 71_55 ,4.2
North Dakota St.,L, 83_48 ,-18.8
