Opponent,Results,Score,PlusMinus
Wisconsin,L, 103_85 ,-9.1
North Dakota St.,W, 95_77 ,7.3
Cal Poly,L, 70_43 ,-15.1
Oregon,L, 91_76 ,-12.7
Pacific,L, 93_76 ,-3.4
Butler,L, 79_64 ,-10.7
Bowling Green,L, 79_69 ,-4.6
South Dakota St.,L, 77_70 ,-5
Northern Colorado,L, 84_66 ,-12.5
Southern Utah,W, 65_61 ,-1.4
Idaho St.,W, 66_62 ,1.5
Weber St.,L, 72_60 ,-7.3
Montana,L, 84_71 ,-8.5
Montana St.,W, 72_69 ,2.2
Sacramento St.,W, 82_71 ,5.9
Northern Arizona,W, 84_68 ,6.6
Eastern Washington,W, 73_61 ,3.5
Portland St.,L, 70_68 ,-0.5
Weber St.,L, 84_72 ,-6
Idaho St.,W, 80_75 ,6.6
Montana St.,L, 78_70 ,-7.7
Montana,W, 74_69 ,6.1
Sacramento St.,L, 71_65 ,-9.1
Northern Arizona,W, 75_63 ,4.3
Portland St.,W, 83_73 ,6.4
Eastern Washington,W, 69_67 ,1
Northern Colorado,W, 94_90 ,6.2
Southern Utah,L, 77_71 ,-3.6
Sacramento St.,W, 79_76 ,-0.7
Portland St.,W, 79_63 ,11.7
Weber St.,L, 88_67 ,-11.2
Nebraska Omaha,L, 91_75 ,-8.6
