Opponent,Results,Score,PlusMinus
UT Rio Grande Valley,W, 91_72 ,12.4
Mississippi Valley St.,W, 80_70 ,8.1
Minnesota,L, 86_85 ,4.7
Texas Tech,W, 76_70 ,1.9
Arizona St.,W, 68_64 ,5.4
Mississippi,L, 70_68 ,-5.9
Milwaukee,L, 87_76 ,-12.2
Loyola Chicago,W, 69_58 ,19.1
Chicago St.,W, 102_95 ,9
Northern Illinois,W, 75_52 ,5.7
Arkansas Pine Bluff,W, 81_62 ,10.8
Cal Poly,W, 63_58 ,4.4
Syracuse,L, 87_68 ,-12.6
Pittsburgh,W, 84_81 ,-4.3
Villanova,L, 87_71 ,-9.8
Seton Hall,L, 94_73 ,-12.5
Louisville,L, 76_59 ,-10.4
Georgetown,L, 83_75 ,-6.2
South Florida,L, 75_59 ,-4.4
Rutgers,W, 69_64 ,-2.2
St. John's,L, 87_81 ,2.3
Cincinnati,L, 74_66 ,-0.6
Marquette,L, 89_76 ,-0.9
Notre Dame,L, 84_76 ,-0.9
Connecticut,L, 80_54 ,-12.2
Louisville,L, 90_82 OT,3.4
St. John's,L, 79_72 ,-2.5
Providence,L, 73_71 ,-1.5
West Virginia,L, 92_75 ,-13.1
Seton Hall,W, 86_58 ,8.5
Connecticut,L, 81_67 ,-10.2
