Opponent,Results,Score,PlusMinus
NJIT,W, 62_48 ,1.5
Syracuse,L, 92_56 ,-16.9
Brown,W, 54_52 ,2.4
Fresno St.,W, 85_83 ,0.8
Colorado St.,L, 91_86 OT,-7.5
Columbia,L, 59_41 ,-9.2
Penn,L, 75_72 ,1.4
Rider,W, 71_55 ,1.7
Saint Peter's,W, 68_42 ,8.3
Fordham,W, 81_47 ,11.1
Hofstra,W, 68_59 ,9.2
Towson,W, 81_62 ,6.4
George Mason,L, 81_61 ,-4.6
Binghamton,W, 94_51 ,22.1
Rider,L, 88_77 ,-12.9
Loyola MD,L, 61_60 ,-0.5
Fairfield,W, 53_51 ,-2.7
Iona,W, 75_72 ,-11.2
Siena,W, 72_53 ,4.1
Marist,W, 61_44 ,5.5
Niagara,W, 71_64 ,3.1
Canisius,W, 78_66 ,2
Niagara,W, 87_70 ,8.1
Marist,W, 73_51 ,10.5
Iona,L, 85_73 ,-6.5
Fairfield,L, 60_54 ,-6.5
Saint Peter's,W, 85_63 ,8.9
Siena,L, 70_64 ,-4.9
UNC Wilmington,W, 79_64 ,6.8
Canisius,W, 90_77 ,10
Loyola MD,L, 62_60 ,4.2
Siena,L, 84_82 OT,0.2
Albany,W, 89_79 ,3.2
Fairfield,L, 69_57 ,-1.8
