Opponent,Results,Score,PlusMinus
Arkansas Little Rock,L, 75_70 ,-7.9
Milwaukee,L, 62_49 ,-5
Eastern Michigan,L, 66_64 ,-2.9
Ball St.,L, 69_62 ,-6.1
Texas Southern,W, 74_55 ,3.1
Georgetown,L, 81_58 ,-3.9
South Dakota St.,L, 97_93 OT,-5.7
North Dakota St.,L, 84_79 ,-12.8
Louisville,L, 90_60 ,-7.7
Western Kentucky,W, 84_76 ,4
Ball St.,W, 66_57 ,4.2
Valparaiso,W, 97_88 ,9.5
Western Illinois,W, 75_68 ,6.2
UMKC,W, 83_74 OT,1.2
IPFW,L, 72_67 ,-5.7
Oakland,L, 93_81 ,-9
Southern Utah,L, 72_64 ,-5
Oral Roberts,L, 81_71 ,-1.1
South Dakota,L, 88_78 ,-0.6
UMKC,L, 64_62 ,-2.7
Western Illinois,L, 57_55 ,-2.3
Oakland,W, 79_75 ,1
IPFW,W, 66_63 ,-0.7
Oral Roberts,L, 76_74 OT,-1.3
Southern Utah,W, 66_53 ,2.6
South Dakota,W, 88_70 ,12.1
Nicholls St.,W, 84_80 ,6.2
North Dakota St.,W, 74_68 ,7.4
South Dakota St.,L, 75_64 ,-1.9
South Dakota St.,L, 77_56 ,-10.9
