Opponent,Results,Score,PlusMinus
Rhode Island,W, 92_90 OT,-1.4
FIU,L, 79_76 OT,-2.4
Monmouth,W, 71_39 ,14.9
Florida Atlantic,L, 80_75 OT,-2.2
Brown,W, 74_48 ,12.4
Albany,W, 66_46 ,12.5
Bucknell,W, 61_57 ,2.5
Towson,W, 65_53 ,9
Virginia,L, 68_48 ,-11.1
Radford,W, 76_61 ,8
Duquesne,L, 75_64 ,-7.4
Manhattan,W, 81_61 ,4.6
College of Charleston,W, 84_76 ,3.1
William & Mary,W, 70_56 ,4.8
Old Dominion,W, 63_54 ,5.4
Georgia St.,W, 61_58 ,2
Drexel,L, 60_53 ,1.1
James Madison,W, 89_83 ,12.7
Delaware,W, 89_63 ,11.1
Towson,W, 72_60 ,9.2
UNC Wilmington,W, 67_61 ,1.7
Hofstra,W, 55_50 ,-1.2
James Madison,W, 89_79 ,3.5
Delaware,L, 65_60 ,-8.1
Old Dominion,W, 54_50 ,-1.4
Hofstra,W, 72_62 ,1.5
UNC Wilmington,W, 75_69 ,6.5
VCU,W, 62_61 ,-2.2
Lamar,W, 75_71 ,6.9
Northeastern,L, 85_82 OT,2.8
VCU,L, 89_77 ,-12.4
Georgia St.,W, 61_59 ,-1.9
VCU,L, 74_64 ,-15.2
