Opponent,Results,Score,PlusMinus
Louisville,L, 83_48 ,-18
Ohio,L, 74_65 ,-15.9
Arkansas St.,L, 63_45 ,-4.6
Lamar,L, 80_69 ,-5.1
Mississippi St.,L, 76_50 ,-10.8
UAB,W, 59_54 ,4.8
Central Arkansas,L, 75_68 ,-0.5
Ball St.,L, 71_48 ,-6.1
Lipscomb,L, 70_55 ,-8.2
Middle Tennessee,L, 78_62 ,-7.1
IPFW,L, 82_76 ,-9.6
Murray St.,L, 78_54 ,-15.5
Tennessee St.,L, 83_67 ,-2.4
Tennessee Tech,L, 85_62 ,-6.6
Southeast Missouri St.,L, 73_71 ,4.2
SIU Edwardsville,L, 69_65 ,-7.3
Eastern Illinois,L, 68_55 ,-9.8
Eastern Kentucky,L, 86_78 2OT,-2.5
Morehead St.,L, 62_56 ,-4
Tennessee St.,L, 72_59 ,-6.6
Austin Peay,L, 92_73 ,-3.8
Jacksonville St.,L, 85_74 ,-2.8
Murray St.,L, 65_58 ,-5.4
Southeast Missouri St.,L, 86_56 ,-9.8
Eastern Illinois,L, 74_71 ,-3.8
Kennesaw St.,W, 76_75 OT,-2
Southeastern Louisiana,L, 64_48 ,-5.6
Austin Peay,L, 85_67 ,-5.2
Jacksonville St.,L, 77_46 ,-8.2
