Opponent,Results,Score,PlusMinus
Hartford,W, 70_55 ,7.9
Radford,W, 62_46 ,7.2
LIU Brooklyn,W, 77_68 ,2.2
Kentucky,L, 85_47 ,-21.2
South Florida,W, 53_49 ,0.3
Youngstown St.,W, 82_71 ,11
Saint Joseph's,L, 65_47 ,-19.9
Boston College,W, 62_54 ,-1
Mississippi,L, 72_70 ,0.6
Lafayette,L, 61_57 ,-3.4
Duquesne,L, 66_59 ,-1.8
Mount St. Mary's,W, 72_43 ,8.2
Cornell,W, 74_67 ,-0.4
Michigan,L, 71_53 ,-11
Northwestern,L, 68_56 ,-1.8
Purdue,W, 65_45 ,9.8
Indiana,L, 88_82 ,-5.9
Nebraska,L, 70_58 ,-10
Minnesota,L, 80_66 ,-3.4
Illinois,W, 54_52 ,1.1
Indiana,L, 73_54 ,-3.7
Ohio St.,L, 78_54 ,-16.1
Wisconsin,L, 52_46 ,0.3
Iowa,L, 77_64 ,-14.5
Michigan St.,L, 77_57 ,-10.8
Nebraska,W, 67_51 ,9
Iowa,W, 69_64 ,7.4
Wisconsin,L, 65_55 ,-9.6
Northwestern,L, 67_66 ,-1.4
Purdue,L, 80_56 ,-7.2
Michigan,L, 71_65 ,-8.2
Indiana,L, 75_58 ,-8.6
