Opponent,Results,Score,PlusMinus
DePaul,L, 91_72 ,-12.4
Northwestern,L, 60_36 ,-8.8
USC Upstate,L, 70_66 ,-5.2
Texas St.,W, 79_77 ,5.8
Toledo,L, 64_54 ,-9.9
USC Upstate,L, 78_63 ,-10.3
UT Arlington,L, 92_60 ,-11.4
Ohio St.,L, 64_35 ,-13
Lamar,L, 60_49 ,-5.7
Army,L, 61_59 ,-6.8
St. John's,L, 66_61 ,1.6
UT Arlington,L, 83_56 ,-12
Tulane,L, 53_42 ,-4.8
Cal St. Bakersfield,L, 72_57 ,-2.9
Air Force,L, 67_50 ,-1.4
TCU,L, 88_58 ,-18.9
Chicago St.,W, 72_65 ,5
NJIT,L, 58_57 ,-5.1
Houston Baptist,W, 81_71 ,4.9
Utah Valley,L, 77_69 ,1.8
North Dakota,W, 70_58 ,1.9
Cal St. Bakersfield,W, 73_67 ,-1.8
NJIT,W, 75_67 ,-1.8
Chicago St.,W, 74_70 ,0.2
Utah Valley,L, 74_64 ,-9.5
North Dakota,L, 86_60 ,-17
Houston Baptist,L, 65_58 ,-0.6
North Dakota,L, 63_59 ,2.9
