Opponent,Results,Score,PlusMinus
Colgate,L, 78_74 ,-8
Cornell,L, 76_61 ,-3.8
Fordham,L, 64_49 ,-14.8
Saint Peter's,L, 66_43 ,-9.6
Missouri,L, 88_59 ,-16.2
Army,L, 70_50 ,-8.9
Bucknell,L, 77_63 ,-14
Hofstra,L, 82_62 ,-11.6
Morehead St.,L, 64_45 ,-7.9
Drexel,L, 68_44 ,-11
Canisius,L, 75_66 ,-5.1
Manhattan,L, 94_51 ,-22.1
Maine,L, 76_61 ,-7.9
Stony Brook,L, 60_54 ,-1.1
Boston University,L, 68_49 ,-10.2
Vermont,L, 73_53 ,-12.4
Hartford,L, 69_57 ,-4
UMBC,L, 64_58 ,-7.1
New Hampshire,L, 64_49 ,-6.1
Albany,L, 74_68 ,0.4
Maine,L, 67_59 ,-7.7
Stony Brook,L, 82_48 ,-21
Boston University,L, 68_53 ,-8.9
Hartford,L, 62_60 ,-6.6
UMBC,L, 70_56 ,-4.3
Radford,L, 64_59 ,-7.2
Vermont,W, 57_53 ,7.3
Albany,L, 74_63 ,-7.4
New Hampshire,L, 58_49 ,-10.6
UMBC,W, 73_67 OT,2.1
Stony Brook,L, 78_69 ,-4.5
