Opponent,Results,Score,PlusMinus
Mississippi St.,L, 80_65 ,-11.6
Florida St.,L, 80_39 ,-17.8
LSU,W, 79_75 OT,-4
UAB,W, 55_47 ,6.8
Alabama A&M,W, 67_44 ,10.3
Southern Miss,L, 67_54 ,-12.3
Alcorn St.,W, 102_62 ,18.7
Texas A&M Corpus Chris,W, 66_64 ,3.5
Georgia Southern,W, 70_57 ,8.4
San Diego,W, 68_62 ,-0.7
Middle Tennessee,L, 68_52 ,-17.4
North Texas,L, 78_73 OT,-1.6
Denver,L, 67_50 ,-7.6
Louisiana Lafayette,W, 70_65 ,-2
Troy,W, 75_60 ,6.8
FIU,L, 65_62 ,-1.8
Middle Tennessee,L, 68_47 ,-8.1
Arkansas Little Rock,L, 75_50 ,-13.3
Troy,W, 68_66 ,5.5
Florida Atlantic,W, 65_56 ,-2.3
Western Kentucky,L, 75_66 ,-3.5
Arkansas St.,W, 74_57 ,6.8
Louisiana Monroe,W, 88_86 ,-3.2
Western Kentucky,W, 66_61 ,-3.5
Florida Atlantic,W, 79_76 OT,0
FIU,L, 81_74 ,-4.7
Troy,W, 87_81 ,8.6
Denver,L, 61_50 ,-4.5
