Opponent,Results,Score,PlusMinus
Wofford,W, 62_49 ,5.5
Bowling Green,W, 63_54 ,7.2
South Dakota St.,W, 72_61 ,1.4
California,L, 70_46 ,-7.6
Notre Dame,W, 61_57 ,2.9
Xavier,L, 70_56 ,-11.2
Colorado,L, 70_68 ,-0.7
Cincinnati,L, 57_51 ,1.7
Georgia Tech,L, 68_56 ,-2.2
USC,W, 63_59 ,-2.4
Mercer,W, 72_58 ,3.2
Furman,W, 64_50 ,9.8
Winthrop,W, 92_86 OT,1.5
Delaware St.,W, 58_51 ,0.6
Alabama,L, 74_59 ,-7.4
Florida,L, 70_48 ,-13.2
Vanderbilt,L, 77_66 ,-1.6
Tennessee,W, 57_53 OT,0.9
Mississippi,L, 66_63 ,-7.2
Kentucky,L, 57_44 ,-8
Auburn,L, 59_51 ,-3.1
Tennessee,L, 73_62 ,0.3
Arkansas,W, 81_59 ,14.6
Mississippi St.,W, 70_68 OT,-1.4
South Carolina,L, 57_56 ,0.2
Vanderbilt,L, 61_52 ,-2.2
LSU,L, 61_53 ,-7.6
Florida,W, 76_62 ,8
Kentucky,L, 79_49 ,-14.7
South Carolina,W, 67_55 ,2.2
Mississippi St.,W, 71_61 ,2.2
Vanderbilt,L, 63_41 ,-5.3
