Opponent,Results,Score,PlusMinus
Montana St.,W, 78_72 ,6.2
Pepperdine,L, 66_60 ,-6.8
New Mexico,L, 76_71 ,-1.3
Fairfield,L, 55_44 ,-9.9
Wake Forest,W, 84_56 ,14.5
DePaul,L, 68_64 ,-5.4
Tulsa,W, 67_64 ,2.6
Nevada,L, 69_61 ,-2
North Dakota St.,W, 60_57 ,-0
Northern Arizona,L, 69_68 ,3.1
Southern Miss,L, 64_61 ,3
Fresno St.,L, 68_65 ,5.8
Arizona,L, 68_51 ,-13.4
USC,W, 62_53 ,6.3
UCLA,L, 75_58 ,-1.4
Oregon,L, 67_58 ,-3.9
Oregon St.,W, 76_66 ,4.8
Colorado,L, 69_54 ,-13.2
Utah,L, 64_43 ,-15.3
Washington,L, 60_54 ,-3.3
Washington St.,W, 71_67 ,4.3
Stanford,L, 68_44 ,-7.1
California,L, 68_47 ,-15.8
Utah,W, 57_52 ,4.4
Colorado,L, 63_49 ,-4.2
Washington,L, 77_69 ,-12
Washington St.,L, 72_50 ,-16.5
UCLA,L, 66_57 ,-3.7
USC,W, 56_52 ,3
Arizona,W, 87_80 ,0.3
Stanford,L, 85_65 ,-13.8
