Opponent,Results,Score,PlusMinus
Georgia Tech,L, 92_59 ,-11.3
Stetson,L, 78_60 ,-5.8
Providence,L, 87_65 ,-14.8
Rice,L, 75_59 ,-8.3
Southern,L, 64_61 ,-9.4
Western Carolina,L, 62_46 ,-8
Bethune Cookman,L, 74_59 ,-6.7
South Florida,L, 83_59 ,-8.3
Akron,L, 91_69 ,-18.3
Auburn,L, 76_69 ,-6.8
North Florida,L, 90_63 ,-11.4
Princeton,L, 76_61 ,-4.7
Ball St.,L, 70_55 ,-2.1
North Carolina Central,W, 62_60 ,0.2
North Carolina A&T,L, 85_82 OT,-1.2
Savannah St.,L, 69_58 ,-10
South Carolina St.,W, 86_69 ,10.3
Maryland Eastern Shore,W, 68_63 ,4.3
Delaware St.,L, 65_51 ,-6.8
Bethune Cookman,W, 68_62 ,3
North Carolina Central,L, 78_61 ,-5.7
North Carolina A&T,W, 87_77 ,6.6
Howard,L, 71_69 ,-1.8
Savannah St.,L, 76_57 ,-7
South Carolina St.,W, 83_82 ,-2.2
Hampton,L, 74_59 ,-8.8
Norfolk St.,L, 79_70 ,-7.4
Morgan St.,L, 74_68 ,-7.5
Coppin St.,W, 74_72 ,-5.2
Delaware St.,W, 65_55 OT,2.3
Norfolk St.,L, 58_46 ,-2.6
