Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
Bucknell,31,'9–5,'14-17,97.5,104.0,17.4,19.5,45.3,45.1,32.9,38.9,34.7,37.8
Illinois Chicago,29,'3–15,'7-22,96.0,102.6,19,21.5,42.6,49.8,30.5,34.8,32.9,41
Northern Illinois,30,'6–10,'10-20,96.9,103.7,21.9,19.4,45.4,47.9,30,35.7,39.6,46.9
Wyoming,29,'3–13,'8-21,96.4,103.1,21.8,20.4,50.2,51.6,26,34.7,50.8,36.6
Santa Clara,29,'2–11,'8-21,95.9,102.6,22.7,21.2,45.5,48.1,30.1,39.9,40.9,43.7
"Winthrop   16 seed, R68",31,'12–6,'17-14,89.6,96.0,18,22.6,42.6,46.1,25.8,30,35.3,39.4
UC Riverside,27,'5–11,'10-17,96.7,103.7,20.8,18.5,43,45.6,36,36.7,38.3,41.4
Cal St. Northridge,32,'6–10,'11-21,95.7,102.6,23.9,22.2,46.2,47.1,31.2,34.5,52.2,48
Hawaii,29,'3–13,'9-20,99.3,106.5,21.6,16.3,47.9,51,32,34.6,44.2,37.4
Furman,28,'7–11,'11-17,96.4,103.4,21.4,17.9,45.1,46.2,34.3,34,44.2,43.6
Lafayette,32,'8–6,'19-13,102.4,109.8,19.4,21.5,50.7,49.3,37.3,38.7,39.2,28.7
Samford,28,'5–13,'8-20,100.0,107.3,21.8,18.2,53.4,47.6,37.2,37.3,33.2,27.4
Towson,31,'6–12,'10-21,102.3,109.7,18.6,18.2,45.1,51.5,34.7,33.6,35.5,31.9
"Arkansas Pine Bluff   16 seed, R64",33,'13–4,'17-16,90.4,97.2,24.4,20.4,44.7,44.5,30,32.4,47.9,54.6
UNC Greensboro,31,'6–12,'8-23,95.9,103.3,21.2,20.6,42.5,52.6,28.7,35.4,33.8,37
Chattanooga,31,'6–12,'13-18,96.1,103.5,23.1,20.4,50.3,49.3,33.3,35.7,33.2,31.4
Tennessee Tech,30,'8–10,'13-17,103.0,111.8,21.9,19.4,49.6,51.8,37.6,38.4,41.4,48.5
North Dakota St.,27,'8–10,'9-18,95.2,103.4,18.5,17.5,45.1,46.6,32.7,34.2,33.8,37.9
Jackson St.,31,'17–1,'18-13,93.8,102.1,21.6,19.5,42.1,44.4,31.5,31.6,44.8,47.9
Cal Poly,31,'7–9,'12-19,101.3,110.3,19.6,18,46.1,50.1,33.4,36.8,38.3,54.1
South Alabama,30,'8–10,'15-15,95.0,103.5,21.2,20.9,43.7,45.5,33.9,34.3,37.3,37.9
Elon,31,'5–13,'8-23,95.8,104.5,19.2,19.9,46.3,51.1,31.8,35.1,32.8,35.2
UT Arlington,26,'8–8,'12-14,95.1,103.8,21,22.4,46.9,48.7,32.4,30,44.5,51
South Dakota,28,'11–1,'18-10,96.9,105.9,20,17.8,51.5,43.5,36.1,37.6,43.4,23.5
Army,28,'4–10,'13-15,88.3,96.5,22.4,26.3,45.2,47.9,32.8,33.4,30.7,48.2
Western Illinois,27,'6–12,'10-17,91.4,99.9,20.9,19.2,42.6,44.9,35.1,31.1,39.8,45.9
Tennessee St.,32,'6–12,'9-23,96.5,105.7,22.9,23.1,42.7,54.1,37.2,35.9,30.5,43.8
Nicholls St.,26,'7–9,'8-18,98.3,107.7,21.1,24.4,49,56.7,32.5,41.4,41.1,54.8
UC Irvine,30,'6–10,'12-18,99.6,109.6,17.2,20.1,45.3,47.5,34,39.4,36.9,45.5
Yale,30,'6–8,'11-19,95.5,105.4,21.1,20.3,46.4,48,29.5,36.6,41.8,34.3
Delaware,31,'3–15,'7-24,97.8,108.2,20,17.7,44.2,49.3,29.3,36.6,34.4,44.9
Delaware St.,26,'11–5,'14-12,95.2,105.6,19.2,27.8,44.9,52.1,32.4,39,34,36.5
McNeese St.,27,'5–11,'7-20,99.1,110.0,21.5,20.3,45.7,49.2,34.9,37.1,30.3,53.2
LIU Brooklyn,31,'11–7,'14-17,98.4,109.4,20.3,18.3,43,47.4,34.8,35.4,39.3,31.5
South Carolina St.,29,'10–6,'15-14,95.8,106.5,22.3,21.4,50.6,50.2,29.8,31.6,37.6,38.9
Brown,29,'5–9,'9-20,99.3,110.6,19.4,14.8,49.7,48.9,34,35.3,37.8,24.8
Eastern Washington,28,'5–11,'7-21,94.9,105.8,20.4,19.4,43.3,50.7,36.5,41.3,32.2,45
New Hampshire,29,'6–10,'12-17,90.5,100.9,20.4,20.4,41.8,46.2,29.4,31.3,40,43.6
North Florida,30,'8–12,'12-18,90.9,101.5,24,21.7,45.1,45.3,34.3,35.5,39.1,43.1
Colgate,29,'6–8,'10-19,97.1,108.5,22,18.7,46.5,49.9,37,35.7,34.5,36.8
Pepperdine,29,'3–11,'6-23,96.6,108.0,20,17,41.4,52.6,33.8,35.9,37.2,42.4
Texas Southern,31,'11–7,'15-16,91.2,102.0,24.9,25.6,51.5,47.5,29.2,32.7,41.4,47.8
Louisiana Monroe,29,'6–12,'10-19,97.3,109.3,24.2,20.9,44.6,50.9,35.6,38.7,45.6,40.4
Kennesaw St.,31,'7–13,'11-20,96.2,108.1,21.9,20.8,44.8,49.3,32.7,35.4,28.7,30
Navy,30,'7–7,'13-17,95.2,107.0,20.3,22.7,44.9,49.9,34.9,34.9,38.3,45.7
Jacksonville St.,28,'7–11,'9-19,95.8,107.7,20.3,19.2,45.9,48,36,37.8,38.1,40.6
American,31,'7–7,'11-20,93.8,105.5,22.6,14.6,46.5,45.7,34.5,35.4,35.6,38.9
Binghamton,29,'8–8,'11-18,96.3,108.3,22.3,17.5,48.9,47.4,29.2,35.4,33.1,33.1
Norfolk St.,30,'9–7,'11-19,94.6,106.3,24.5,20.3,51.8,48.8,29.4,30.8,40.4,47.2
Arkansas Little Rock,28,'4–14,'6-22,97.8,110.0,20,17.6,43.7,50.4,37.8,35.7,46,39.8
Lamar,28,'5–11,'10-18,95.3,107.2,22.6,19.8,46.9,50.4,27.1,35.7,47.4,38.2
High Point,28,'10–8,'13-15,96.8,109.1,21.9,21,45.4,48.2,34.5,37.4,35.4,47.7
UNC Asheville,28,'11–7,'12-16,95.6,107.8,22.9,19.3,49,48.5,29.9,34.2,37,34.5
Northwestern St.,25,'5–11,'7-18,96.7,109.0,21.6,20.8,46.4,50,34.1,33.6,49.5,50
USC Upstate,29,'6–14,'6-23,90.6,102.2,24.9,21.2,43.7,43.9,33.5,36.1,35.4,35.6
Bethune Cookman,30,'7–9,'14-16,93.1,105.2,20.9,22.2,44.4,45.2,32.5,38.1,36.9,45.8
Sacred Heart,29,'7–11,'14-15,96.8,109.5,22.6,19.8,46.8,49,39.7,36.4,27.4,39.1
Georgia Southern,30,'6–12,'7-23,97.7,110.6,22.2,24.2,43.9,56.7,38.2,39.9,35.7,46.4
Longwood,27,'3–2,'8-19,96.9,109.8,21.2,21.3,46.7,52.1,34.5,36.2,28.6,46.3
Florida Gulf Coast,29,'5–15,'8-21,93.8,106.8,24.8,23.5,46.3,50.5,30.3,36,37.7,47.9
Fordham,28,'0–16,'2-26,92.4,105.2,21.4,16.9,42,50.3,27.8,34,32,39.5
Sacramento St.,27,'3–12,'7-20,93.1,106.0,20.8,20.5,42.8,50.2,34.1,34.7,36.5,39.8
Idaho St.,27,'4–12,'5-22,101.9,116.4,20.6,17,48.8,52.7,34.9,38.6,33.9,40.9
Alabama St.,28,'12–6,'13-15,92.2,105.4,23.8,23.4,44.4,47.1,31.1,35.6,45.3,48.9
UMKC,28,'6–12,'10-18,96.8,110.8,19.3,20.3,45,53.4,34.2,37.5,39.9,48.5
Columbia,28,'5–9,'11-17,90.3,103.6,22.1,22.4,41.6,49.9,37.6,35.5,38.1,43
Monmouth,31,'8–10,'12-19,91.4,105.5,21.5,22.3,45.9,50.7,31.1,32.8,35.9,39.5
Albany,32,'2–14,'7-25,94.8,109.4,24.4,18.5,44.8,47.2,33.2,36.5,31.4,35.1
Cal St. Bakersfield,29,'0–2,'7-22,93.5,108.0,21.9,18.9,42,51,31.1,33.1,43.5,36.6
Central Arkansas,26,'3–13,'6-20,91.1,105.6,21.9,20.2,45.9,49.6,30.9,35.1,46.5,34.6
FIU,31,'4–14,'6-25,97.1,112.9,19.3,21.3,47.5,54.7,28.9,38.8,32.1,38.3
Penn,28,'5–9,'6-22,96.0,111.8,22.9,19.1,47.9,52.5,31.7,38.5,34.9,39.2
Savannah St.,22,'2–2,'7-15,88.3,103.0,25.4,23,46.3,48.9,29.5,34.8,30.4,41.1
Charleston Southern,26,'7–11,'9-17,91.5,106.8,21.8,20.5,44.7,49.6,34.5,33,28.7,38.7
Liberty,28,'10–8,'12-16,93.0,108.5,22.9,18.9,47.4,51.1,32.5,32.2,42.2,33.9
Prairie View A&M,26,'11–7,'12-14,85.7,100.2,20.8,23,43,46.4,27.8,30.2,38.1,36
New Orleans,28,'3–15,'6-22,88.3,103.3,24.2,20.8,42.7,49.9,33.5,35.2,39.1,43.7
St. Francis PA,30,'9–9,'11-19,93.4,109.7,24.2,20.7,44.2,51.1,36.8,35.3,36.4,41.5
Central Connecticut,30,'9–9,'12-18,90.9,107.0,20.8,22.3,44.3,49.6,31.2,34.8,34.2,28.6
Hartford,30,'6–10,'8-22,92.8,109.4,17.9,20.8,43.5,47.9,34.4,38.6,27.9,49.5
North Carolina A&T,30,'6–10,'8-22,91.7,108.4,21.4,20.9,47.8,46.9,30.1,34.2,34.8,33.4
Southeast Missouri St.,29,'3–15,'6-23,89.3,105.8,22.7,21,42.8,50.8,33.9,36.3,41.4,47.7
VMI,25,'5–13,'6-19,101.9,120.9,17.3,20.6,48.8,56.6,32.8,39.1,32.3,36.8
Centenary,27,'3–15,'6-21,94.0,111.5,20.9,21.8,44.4,54.9,35.4,37.9,37.8,45.9
Fairleigh Dickinson,32,'10–8,'11-21,90.6,107.5,22.6,17.8,45.2,45.7,32.2,36.9,44.3,36.5
Maryland Eastern Shore,32,'8–8,'11-21,90.7,108.0,22.9,18.2,44.4,51.5,30.6,29.8,36.3,36.6
St. Francis NY,29,'8–10,'11-18,87.2,104.8,23.4,25.2,45.9,48.6,31.2,34.6,36.6,37.5
Houston Baptist,33,'9–3,'12-21,92.6,111.6,24.4,19.4,45.9,47.8,28.4,37.4,43.6,40
UMBC,30,'3–13,'4-26,94.2,114.0,17,18.9,44.8,48.3,32.3,36.7,32.9,39.8
Florida A&M,30,'5–11,'8-22,93.4,113.5,22.6,19.7,44.7,50.8,30.5,33.3,40,37
Southern Utah,27,'3–15,'5-22,88.7,107.9,26.6,17.2,45.4,48.5,34.2,34.4,38.7,45.2
Presbyterian,30,'2–16,'4-26,90.6,110.4,23,18.8,46.6,49.8,33.2,37.4,27.2,30.1
Toledo,31,'1–15,'3-28,88.9,108.4,23.3,16.7,44.3,51.5,33.1,33.9,27.3,36.3
UT Rio Grande Valley,33,'4–8,'6-27,87.8,107.2,20.7,22.6,43.3,53,31.5,35.9,36.8,41.8
Coppin St.,27,'3–13,'5-22,88.4,108.4,21.1,22.1,41.4,51.1,32.3,30.8,29.2,42
Mississippi Valley St.,31,'8–10,'8-23,90.8,111.5,24.9,21.5,44.9,51.8,32.3,34.6,37.4,42.1
Tennessee Martin,27,'1–17,'2-25,90.2,110.8,22.4,20,40.2,51.5,31.4,38,37.9,40.4
Stetson,27,'5–15,'5-22,90.0,110.7,21.8,20.9,43.9,53.5,30.6,37.7,29.9,44.2
Winston Salem St.,25,'0–0,'8-17,87.0,107.0,25.4,20.9,43.4,51,29,31.6,39.3,41.6
Gardner Webb,26,'5–13,'5-21,90.1,111.0,24.3,20,44.4,53.1,34.2,34.8,29.4,41.2
Utah Valley,26,'5–7,'8-18,88.1,108.7,21.2,20,41.6,48.5,35.5,36.2,35.2,39.3
Alabama A&M,22,'8–9,'8-14,87.1,108.1,22.3,26,39.9,48.9,28.4,31.1,48,42.1
North Carolina Central,25,'2–2,'3-22,85.8,106.5,24.5,24.6,40.3,56.9,32.1,33,27.8,38.2
NJIT,28,'4–8,'7-21,85.2,105.9,22.2,21.6,41,47.5,31,34.9,32,43.2
Wagner,31,'3–15,'5-26,88.9,110.7,24.7,21.1,44.4,48.9,34.5,32.6,28.1,39.9
Dartmouth,27,'1–13,'4-23,83.8,105.0,21.1,20.7,39.8,50.2,29.1,32.9,26.6,38.6
SIU Edwardsville,26,'0–0,'3-23,86.7,109.2,21.4,18.9,42.1,51.4,31.3,36.8,31.6,40.9
Marist,30,'1–17,'1-29,88.9,112.3,22.1,18.7,41,51.7,35.1,35.4,28.4,37.5
Howard,32,'6–10,'7-25,86.4,109.6,22.4,18.4,41.8,51.9,29.7,33.3,40.9,33.2
Chicago St.,28,'4–8,'6-22,85.1,109.3,23.3,23.3,40.7,51.4,27.5,37.9,36.9,47.4
Grambling St.,27,'4–14,'6-21,89.2,114.7,22.3,21.9,41.7,50,34.3,33.4,36.2,55.3
North Dakota,28,'5–7,'6-22,92.3,119.3,24.9,18.8,46.1,49.4,35.2,36.7,45.5,50.1
Southern,29,'3–15,'5-24,82.7,110.0,23.2,20.7,43.6,49.2,27.2,32.6,36.7,34.5
Bryant,30,'1–17,'1-29,79.8,109.4,25.2,19.1,42.4,48.4,28.5,36.8,26.9,43.1
Alcorn St.,31,'2–16,'2-29,81.2,114.8,27.4,20.8,40.3,50,30.9,38.3,42.2,44.7
