Opponent,Results,Score,PlusMinus
Illinois,L, 85_63 ,-10.8
Northeastern,L, 63_62 OT,1.6
Austin Peay,W, 72_65 ,3.2
Charleston Southern,W, 85_67 ,17.3
Purdue,L, 79_60 ,-4.8
Wright St.,W, 56_50 ,5.7
New Mexico,L, 74_59 ,-6.8
Chicago St.,W, 75_61 ,5.9
Southeast Missouri St.,W, 83_68 ,9.4
Western Kentucky,L, 53_46 ,4.5
Northern Illinois,W, 61_49 ,7.6
Drake,L, 69_55 ,-9.4
Northern Iowa,W, 57_55 ,-2.7
Bradley,W, 72_64 ,5.5
Creighton,L, 72_66 OT,2.4
Illinois St.,W, 63_59 ,0.4
Missouri St.,L, 64_51 ,-7.5
Northern Iowa,L, 72_52 ,-11.4
Evansville,W, 67_55 ,7
Illinois St.,L, 59_55 ,2.9
Wichita St.,L, 74_64 ,1.2
Evansville,L, 66_49 ,-2.5
Drake,L, 65_44 ,-7
Bradley,L, 69_66 ,1.1
Wichita St.,W, 56_53 ,-2.8
Creighton,L, 69_50 ,-11.3
Indiana St.,L, 77_72 ,-2.3
Green Bay,W, 61_60 ,-2.2
Missouri St.,L, 76_58 ,-8.5
Indiana St.,L, 75_60 ,-7.1
Illinois St.,W, 57_54 ,3.7
Missouri St.,L, 58_56 ,5.8
