Opponent,Results,Score,PlusMinus
UC Riverside,W, 90_75 ,5.7
Portland St.,L, 102_98 ,-4.2
SMU,L, 102_70 ,-15.9
UT Rio Grande Valley,W, 85_82 ,2.6
Texas,L, 76_55 ,-8
Rice,L, 75_73 ,4.4
Louisiana Lafayette,L, 68_65 ,0.3
Canisius,L, 78_72 ,-1.4
Tulane,L, 93_77 ,1
Central Arkansas,W, 99_75 ,8
McNeese St.,L, 78_76 ,0
UT Arlington,W, 76_72 ,10.5
Arkansas St.,L, 78_75 ,5
Central Arkansas,W, 107_72 ,8.8
Northwestern St.,L, 79_69 ,-5.6
Nicholls St.,L, 78_71 ,-4.4
Southeastern Louisiana,L, 89_87 ,1.8
UTSA,L, 70_64 ,-3.3
Northwestern St.,L, 70_68 ,5.5
Nicholls St.,W, 84_71 ,6.2
Southeastern Louisiana,W, 57_52 ,-1.6
Texas A&M Corpus Chris,W, 73_56 ,-3.3
Stephen F. Austin,L, 60_55 ,-5.1
Sam Houston St.,L, 67_60 ,-1.3
Texas St.,W, 113_102 ,8.7
McNeese St.,L, 92_74 ,-9
