Opponent,Results,Score,PlusMinus
UC Riverside,W, 85_41 ,17.5
Southeastern Louisiana,W, 92_56 ,10.9
Wisconsin,W, 68_65 ,0.4
Tulsa,W, 80_71 ,7
Murray St.,W, 69_55 ,9.1
Virginia Tech,W, 71_59 ,3.7
Illinois St.,W, 82_51 ,13.3
Nevada,W, 82_70 ,12.7
Boise St.,W, 75_72 ,12.5
Louisville,L, 77_69 ,-0.2
UC Santa Barbara,L, 68_62 ,-4.7
Southern Utah,W, 72_50 ,14.4
Kansas St.,W, 63_59 ,2.8
Central Michigan,W, 73_47 ,10.6
BYU,L, 89_77 ,-4.3
TCU,W, 83_49 ,14.1
San Diego St.,L, 55_49 ,-3.5
Air Force,W, 64_52 ,-1.2
Colorado St.,L, 78_63 ,-6.6
New Mexico,W, 63_62 ,1.9
Wyoming,W, 74_65 ,0.7
Utah,W, 67_54 ,9.1
BYU,L, 78_64 ,-8.5
TCU,W, 94_79 ,7.5
San Diego St.,L, 63_57 ,-5.5
Air Force,W, 49_42 ,0.7
Colorado St.,W, 68_61 ,0
New Mexico,W, 77_74 OT,3.7
Wyoming,W, 90_77 ,10.4
Utah,W, 78_58 ,16.8
Air Force,W, 69_53 ,9.7
San Diego St.,L, 74_72 ,2.5
Illinois,L, 73_62 ,-14.6
