Opponent,Results,Score,PlusMinus
VCU,L, 67_54 ,-9
Hampton,L, 45_44 ,-3.4
Wake Forest,W, 83_74 ,6.7
Belmont,L, 71_44 ,-10.7
VMI,W, 88_82 OT,-1.1
Liberty,L, 75_72 ,0.1
Charlotte,L, 68_57 ,-12.7
Jacksonville,W, 73_66 ,4.6
Dayton,L, 73_58 ,-10.2
Kentucky,L, 89_52 ,-16.5
Presbyterian,W, 53_51 ,-7
UNC Asheville,L, 88_67 ,-8.6
Gardner Webb,W, 63_48 ,8.3
Coastal Carolina,L, 74_69 ,-2.7
Charleston Southern,L, 69_60 ,-7.7
Radford,W, 74_58 ,4.3
High Point,W, 77_49 ,10.4
Presbyterian,L, 76_74 OT,-2.5
Radford,L, 67_66 ,-3.6
Gardner Webb,W, 60_57 ,5
UNC Asheville,W, 57_53 ,-
Charleston Southern,W, 75_68 ,5.9
Coastal Carolina,L, 61_56 ,1.5
High Point,L, 70_69 2OT,-3.6
Ohio,L, 77_74 OT,-7.5
Liberty,W, 61_56 ,3.4
VMI,L, 89_85 ,3.8
VMI,L, 78_73 ,-1.5
