Opponent,Results,Score,PlusMinus
Baylor,L, 87_52 ,-18
Rice,L, 86_57 ,-8.3
Arkansas,L, 75_52 ,-15.2
Florida Gulf Coast,L, 74_70 ,-
Southeast Missouri St.,W, 77_76 OT,5.6
Vanderbilt,L, 92_59 ,-2.5
North Texas,L, 89_78 ,-9.9
SMU,L, 71_51 ,-13.4
Stephen F. Austin,L, 62_41 ,-13.7
Central Arkansas,W, 70_60 ,7.5
Nebraska,L, 79_39 ,-15.1
Auburn,L, 63_45 ,-15.1
Alabama A&M,L, 70_63 ,-10
Alabama St.,L, 50_47 ,4.2
Southern,W, 61_57 ,-
Alcorn St.,L, 75_73 ,-
Prairie View A&M,L, 71_54 ,-8.2
Texas Southern,L, 66_41 ,-8.8
Jackson St.,L, 69_57 ,-7.7
Arkansas Pine Bluff,L, 73_63 ,-
Mississippi Valley St.,L, 94_74 ,-9.8
Southern,W, 49_45 ,-0.3
Alcorn St.,W, 61_60 ,-3.7
Prairie View A&M,W, 64_33 ,11.3
Texas Southern,L, 51_49 ,-1.5
Jackson St.,W, 69_67 OT,-0.2
Arkansas Pine Bluff,W, 75_57 ,9
Mississippi Valley St.,L, 66_63 OT,-2.7
Alabama A&M,W, 76_69 ,-5.3
Alabama St.,W, 74_73 ,-
Mississippi Valley St.,W, 65_62 ,0.3
Jackson St.,W, 81_75 OT,-3.6
Alabama St.,L, 65_48 ,-3.5
