Opponent,Results,Score,PlusMinus
LIU Brooklyn,L, 91_67 ,-14.3
UT Rio Grande Valley,W, 76_63 ,9
North Texas,L, 81_77 ,5.7
Houston Baptist,L, 88_81 ,1.3
Texas,L, 101_65 ,-10.6
Texas Southern,L, 78_64 ,-9.5
North Texas,L, 85_62 ,-13.5
Mississippi,L, 83_72 ,-5.8
Appalachian St.,W, 79_68 ,3.2
Northeastern,L, 86_78 ,7.4
UT Rio Grande Valley,W, 82_70 ,6.6
Northwestern St.,W, 84_71 ,8.6
McNeese St.,L, 97_92 ,-1
Sam Houston St.,W, 95_91 ,-3.5
UTSA,L, 88_84 ,-9.2
Texas A&M Corpus Chris,W, 73_62 ,2.9
UT Arlington,L, 83_66 ,-11.1
Stephen F. Austin,W, 66_61 ,0.7
Nicholls St.,W, 75_60 ,17
Central Arkansas,W, 85_61 ,9.1
UT Arlington,W, 79_71 ,-1.4
Texas A&M Corpus Chris,W, 66_61 ,3.1
Stephen F. Austin,L, 73_70 OT,-4.7
Southeastern Louisiana,W, 82_69 ,0.3
UTSA,W, 82_80 ,-3
Lamar,L, 113_102 ,-8.7
Sam Houston St.,L, 68_52 ,-9.3
Southeastern Louisiana,W, 72_68 ,-0.6
McNeese St.,L, 91_83 ,-5.8
