Opponent,Results,Score,PlusMinus
Howard,W, 76_40 ,11.3
Alcorn St.,W, 103_48 ,29.4
Oakland,W, 82_67 ,2.8
Austin Peay,W, 87_65 ,8.7
Southern Illinois,W, 79_60 ,4.8
Richmond,L, 65_54 ,-7.3
Virginia Tech,W, 58_55 OT,1.5
Alabama,W, 66_47 ,7.1
Valparaiso,W, 76_58 ,5.6
North Florida,W, 77_57 ,16.2
Indiana St.,W, 65_52 ,4.1
IPFW,W, 77_52 ,8.6
Michigan,W, 80_57 ,8
Northwestern,W, 82_69 ,6.9
Penn St.,W, 83_68 ,6.3
Iowa,W, 75_52 ,12.6
Minnesota,L, 70_67 ,-0.2
West Virginia,L, 68_64 ,0.7
Penn St.,W, 63_62 ,5
Michigan St.,W, 86_76 ,6
Ohio St.,L, 87_64 ,-16.1
Minnesota,W, 73_61 ,5
Wisconsin,L, 66_59 ,-0.2
Indiana,W, 67_53 ,5
Illinois,W, 81_70 ,0.7
Wisconsin,W, 70_62 ,3.7
Ohio St.,W, 76_63 ,3.1
Indiana,W, 72_61 ,6.6
Michigan St.,W, 67_47 ,9
Illinois,W, 75_67 ,-0.5
Iowa,L, 67_65 ,0
Michigan St.,L, 74_56 ,-11.7
Saint Peter's,W, 65_43 ,13
VCU,L, 94_76 ,-7.4
