Opponent,Results,Score,PlusMinus
McNeese St.,L, 68_62 ,-4
Troy,W, 80_70 ,5.8
Utah Valley,W, 69_56 ,2.6
Samford,L, 70_61 OT,3.4
Hampton,L, 60_56 OT,0.8
James Madison,W, 64_63 ,1.1
Western Michigan,L, 61_59 ,3.4
Florida A&M,W, 76_67 ,5.4
Georgia Southern,L, 74_72 OT,-0.4
Texas A&M Corpus Chris,W, 72_42 ,17.6
Chattanooga,W, 81_76 ,7.1
VCU,W, 76_66 ,3
UNC Wilmington,L, 59_56 ,-3.9
Towson,W, 73_65 ,4.9
James Madison,L, 79_67 ,-10.7
George Mason,L, 66_51 ,-3.2
VCU,L, 71_54 ,-10.4
Delaware,L, 64_62 ,-4.8
Drexel,L, 57_33 ,-7.8
Old Dominion,L, 51_48 ,4
Northeastern,L, 70_65 ,-9.3
UNC Wilmington,W, 63_58 OT,4.8
Towson,W, 63_60 ,5.2
Hofstra,L, 79_68 ,-9.8
Northeastern,W, 74_71 OT,-5
Old Dominion,L, 60_43 ,-5.3
Louisiana Tech,L, 51_45 ,-4.4
William & Mary,L, 69_65 ,-8.6
George Mason,L, 65_58 ,-1.8
UNC Wilmington,W, 58_52 ,1.6
George Mason,L, 68_45 ,-3.4
