Opponent,Results,Score,PlusMinus
Tennessee St.,W, 87_72 ,7.4
Wofford,W, 72_66 OT,3.5
Cal St. Northridge,W, 72_63 ,2.6
Evansville,W, 57_56 ,3.4
Wright St.,L, 76_61 ,-12.8
North Carolina Central,W, 73_56 ,10.7
Arkansas Pine Bluff,W, 63_52 ,6.6
Northern Arizona,L, 74_63 ,-7.1
Sam Houston St.,W, 76_65 ,-3.2
UTEP,L, 71_54 ,-11.5
Florida A&M,W, 81_48 ,21.6
Utah,W, 77_69 ,0.9
BYU,L, 76_66 ,-8.7
UNLV,L, 64_52 ,1.2
San Diego St.,L, 68_55 ,-2.7
Wyoming,W, 72_51 ,10
Colorado St.,L, 69_66 ,-3
TCU,W, 66_65 OT,-1.8
New Mexico,L, 75_61 ,-13.4
Utah,W, 54_49 ,5.5
BYU,L, 90_52 ,-13
UNLV,L, 49_42 ,-0.7
San Diego St.,L, 70_58 ,-1.8
Wyoming,L, 63_61 ,-6.2
Colorado St.,W, 74_57 ,7
TCU,W, 70_65 ,-0.4
New Mexico,L, 66_61 ,-1.4
UNLV,L, 69_53 ,-9.7
North Dakota,W, 77_67 ,7.7
Santa Clara,L, 88_75 ,-8
