Opponent,Results,Score,PlusMinus
Pepperdine,W, 83_81 ,-0.2
SMU,L, 69_53 ,-14.1
Lamar,W, 102_98 ,4.2
UC Riverside,W, 69_58 ,2.2
Seattle,W, 83_76 ,6.8
Oregon,L, 68_49 ,-5.9
Cal St. Fullerton,W, 93_89 ,-2.8
Cal St. Bakersfield,L, 92_77 ,1.8
Portland,L, 78_67 ,-7.3
Nevada,L, 79_73 ,-3.3
Utah Valley,W, 73_53 ,9.9
Northern Colorado,L, 79_66 ,-11.2
Idaho St.,W, 79_72 ,4.9
Eastern Washington,W, 74_58 ,8.6
Montana St.,L, 74_65 ,-4.1
Montana,L, 77_70 ,-2.1
Weber St.,W, 71_69 ,-0
Northern Arizona,L, 71_59 ,-12.8
Eastern Washington,L, 65_51 ,-1.5
Sacramento St.,W, 86_80 ,10.7
Sacramento St.,L, 63_55 ,-2.4
Northern Colorado,L, 85_72 ,-12.5
Idaho St.,L, 84_79 ,-7.1
Weber St.,L, 80_58 ,-10.2
Loyola Marymount,W, 84_75 ,13.7
Montana,L, 85_84 ,-7.6
Montana St.,W, 69_64 ,0.1
Northern Arizona,L, 79_52 ,-14.4
Seattle,W, 81_71 ,2.1
